Feature	lfc_(Intercept)	lfc_group1g2	lfc_group1g3	lfc_group1g4	lfc_age	lfc_loc2	lfc_loc3	lfc_loc4	lfc_abx_useyes	se_(Intercept)	se_group1g2	se_group1g3	se_group1g4	se_age	se_loc2	se_loc3	se_loc4	se_abx_useyes	W_(Intercept)	W_group1g2	W_group1g3	W_group1g4	W_age	W_loc2	W_loc3	W_loc4	W_abx_useyes	p_(Intercept)	p_group1g2	p_group1g3	p_group1g4	p_age	p_loc2	p_loc3	p_loc4	p_abx_useyes	q_(Intercept)	q_group1g2	q_group1g3	q_group1g4	q_age	q_loc2	q_loc3	q_loc4	q_abx_useyes	diff_(Intercept)	diff_group1g2	diff_group1g3	diff_group1g4	diff_age	diff_loc2	diff_loc3	diff_loc4	diff_abx_useyes	passed_ss_(Intercept)	passed_ss_group1g2	passed_ss_group1g3	passed_ss_group1g4	passed_ss_age	passed_ss_loc2	passed_ss_loc3	passed_ss_loc4	passed_ss_abx_useyes	Description	Ontology	Definition
GO:0003700	0.0200859312691183	-0.0239185461510448	-0.0644661747076108	-0.0709511363923052	-0.000597539371472095	0.0218706805856963	0.0169032031333747	0.0298389697417672	0.0520079459540549	0.0617768457225158	0.0591856074865051	0.0518641976206505	0.0661374135738972	0.0011272570569921	0.0458284141353868	0.050202497112119	0.0476591155503503	0.0349504761679749	0.325136886388449	-0.404127746031812	-1.24298027666667	-1.07278365690895	-0.530082617594369	0.477229705594561	0.336700445311	0.626091554515805	1.48804684960801	0.745380946623591	0.686504355970187	0.21517458692612	0.284522563410766	0.59657969377445	0.633663845108341	0.736657959761318	0.531892340699997	0.138144936080947	0.985059286946305	0.998353477037475	0.794037848283711	0.841415183164917	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.487859737919303	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	DNA binding transcription factor activity	MF	Interacting selectively and non-covalently with a specific DNA sequence (sometimes referred to as a motif) within the regulatory region of a gene in order to modulate transcription.
GO:0016491	-0.00537134436980182	-0.0005561327454761	-0.0121052300548695	-0.0421127066887969	0.000293774914081328	0.000169448553903404	-0.0354980659725766	-0.00888085800021624	0.0273861450663503	0.0553460404581663	0.0543981102445902	0.0477419824184608	0.0632400166957844	0.00101453551785804	0.0392619703671071	0.0447140321255022	0.0441169736362439	0.0321767939421691	-0.0970502013393674	-0.0102233835509278	-0.253555245125068	-0.6659186522891	0.289565923430227	0.00431584437355097	-0.793890961856035	-0.201302520735925	0.851114785257072	0.922773305599037	0.991852161446655	0.800071743350578	0.506148278787615	0.772416183072345	0.996560306219668	0.428099115175262	0.840644708085364	0.395614515649406	0.994514966794229	0.998353477037475	0.982489378835859	0.935876963287919	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.743270811763723	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	oxidoreductase activity	MF	Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced.
GO:0005525	-0.0248232232052648	0.00581981335567412	0.00542168886651644	0.00149036462670144	0.000221733838368249	0.00377620291215411	0.0055617950455826	0.0031113272024141	0.0190250018399238	0.0522437533958029	0.0517258703622043	0.0452716512119701	0.0588534450120399	0.000976918694907674	0.0373985715359456	0.0413985778004198	0.042047119256892	0.0296988069048139	-0.47514241592104	0.112512623082445	0.119759026264165	0.0253233200944576	0.226972663665941	0.100971848845206	0.134347490689069	0.0739962037209985	0.640598186348019	0.635148427821351	0.910517724690154	0.904781381238884	0.979819618031271	0.820652004258164	0.919663126153415	0.893248433938899	0.941079441754007	0.522438555608465	0.983777625352245	0.998353477037475	0.991193293621278	0.994764435846809	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.817235471027612	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	GTP binding	MF	Interacting selectively and non-covalently with GTP, guanosine triphosphate.
GO:0005737	0.00457889004852127	0.000802916496106836	-0.00620602982789286	-0.00637701298498598	8.36935850222271e-06	-0.00315216313397197	-0.0118205037852973	-0.00951437454601642	0.0072178505552289	0.0512906605931112	0.0514390428017904	0.0443102340852397	0.0588321156373113	0.000962217513673252	0.0359655467177024	0.0401337581136978	0.0408620689206125	0.0291468862035437	0.0892733685932729	0.0156090870353227	-0.140058610747899	-0.108393399011843	0.00869799019794683	-0.0876439654515377	-0.294527707866534	-0.232841233871469	0.247637106235771	0.928944425792919	0.987560149883881	0.888739537453528	0.913780668159515	0.993067836890716	0.930237957688674	0.768627459479449	0.81609730826308	0.804642040632594	0.994514966794229	0.998353477037475	0.987809636172538	0.986519099268122	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.942237834894607	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	cytoplasm	CC	All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.
GO:0003723	-0.00536309796783048	0.00443210656384902	0.0110239618948574	0.00994260538340269	0.000137985195247077	0.000827995828251188	0.00157282569324219	-0.00752226560293546	-0.0110235263908901	0.0506293973140084	0.0515952463900639	0.0439698713929001	0.057298250933347	0.000955685211166647	0.0364138361731598	0.0396315797727148	0.0415141365791855	0.0290691472658032	-0.105928536628	0.0859014516636272	0.250716264242643	0.173523715321931	0.144383520467615	0.0227384949037996	0.0396861720441695	-0.181197688854427	-0.379217398091969	0.915733852595635	0.931621489806689	0.802263303780874	0.862396495112016	0.885327447569763	0.981879111678817	0.968378674416698	0.856376254541243	0.704885662477182	0.994514966794229	0.998353477037475	0.982489378835859	0.984846902176804	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.913264270727735	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	RNA binding	MF	Interacting selectively and non-covalently with an RNA molecule or a portion thereof.
GO:0007165	0.0525943546541866	-0.0456325126157285	-0.100685761985322	-0.121368857417305	-0.000868213993467175	0.0289751173789961	0.0116848885351625	0.0412812417436483	0.0514105618630752	0.0662092948226726	0.0625112469713232	0.0563146316015991	0.0695971384075687	0.00118665523639034	0.0482598376634499	0.054907022053457	0.0516887315200937	0.0370793066061209	0.794365123432432	-0.729988839234998	-1.78791477670721	-1.74387712188044	-0.731648053151627	0.60039815262248	0.212812279707798	0.798650702573352	1.38650278467151	0.427823678325478	0.466159722841001	0.0751414459343608	0.0825523579264006	0.465148140502456	0.548847870462192	0.83166692896688	0.425338933877273	0.166971825733515	0.958964145892452	0.998353477037475	0.598160282970638	0.551211668912957	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.53642532249229	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	signal transduction	BP	The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell.
GO:0006508	-0.00119999411196721	-0.00187357276229687	0.00538325253532691	0.0326103368221692	-0.000411102155938568	0.0047452594857788	0.0273026139857555	0.026029523521884	-0.00697450542959899	0.052046214890191	0.0516737976091882	0.0448865903663482	0.0574912864244277	0.000987809726729281	0.0378387088086778	0.0407028533889137	0.0416197298510644	0.0296493133760994	-0.0230563185910638	-0.0362576944018476	0.119930083603828	0.567222249671444	-0.41617544838292	0.125407542571604	0.670778869601117	0.625413082089438	-0.235233286556349	0.981625874618768	0.971109173112627	0.904646029317541	0.571131189590452	0.677680088870428	0.900313396097701	0.503052447470594	0.532336618960323	0.814242579259205	0.998763859846082	0.998353477037475	0.991193293621278	0.962599762065451	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.942237834894607	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	proteolysis	BP	The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds.
GO:0004553	0.00151897800659918	-0.0143984069650697	-0.0204211217232701	-0.0457596047694288	-0.000644032513390754	0.0370795335023274	0.0559378825316668	0.0339971798331032	0.0221567705845909	0.0671267275095561	0.0637275126777958	0.0552263562937179	0.0690553133436193	0.00126262548904124	0.0497105113980455	0.0552911541938855	0.0547741798075304	0.0387782649052888	0.0226285127095304	-0.225937061718815	-0.369771302938432	-0.662651468131482	-0.510074063117318	0.745909314941895	1.01169677767104	0.620678939466825	0.571370860421582	0.981966744240942	0.821456389444671	0.711902248686354	0.508235046945489	0.610501797724768	0.456504240955595	0.312774613443207	0.535441892260656	0.568321116372393	0.998763859846082	0.998353477037475	0.982489378835859	0.935876963287919	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.844158980385773	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	hydrolase activity, hydrolyzing O-glycosyl compounds	MF	Catalysis of the hydrolysis of any O-glycosyl bond.
GO:0000155	0.0381174753371267	-0.0424097718179381	-0.102496027133333	-0.118985065187162	-0.000751606540258913	0.0364860792108774	0.0169457523700201	0.0517958590267744	0.0582075128921738	0.066847518432477	0.0633000938101862	0.0568496108269209	0.0703286172069239	0.00119787451370618	0.0488610748128609	0.0556151639689162	0.0519968500223209	0.0372803614293191	0.570215263497468	-0.669979604534387	-1.80293278427856	-1.69184422945611	-0.627450147456157	0.746730999074825	0.304696617985181	0.996134554392041	1.56134518713106	0.569103194098646	0.503560865506272	0.0727427310706591	0.0920662689634896	0.531003273832506	0.456008994431754	0.760880126764409	0.32025961677827	0.119854001967374	0.983777625352245	0.998353477037475	0.591381744963755	0.575741422602341	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.455873257483047	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	phosphorelay sensor kinase activity	MF	Catalysis of the phosphorylation of a histidine residue in response to detection of an extracellular signal such as a chemical ligand or change in environment, to initiate a change in cell state or activity. The two-component sensor is a histidine kinase that autophosphorylates a histidine residue in its active site. The phosphate is then transferred to an aspartate residue in a downstream response regulator, to trigger a response.
GO:0005515	-0.0250758729748611	0.00652112204008111	-0.0118129054174548	0.00606677414937448	-0.000472525569835187	0.0382269859993683	0.0533993221384192	0.10025030585036	-0.00971131135778881	0.0530800052323651	0.0532600092132127	0.0457833792434023	0.0600498065711538	0.000988814458768705	0.0375390510370912	0.0420344432163057	0.0419508091917548	0.0298704607150941	-0.472416550546443	0.122439371235846	-0.258017333204104	0.101029037323973	-0.477870813523082	1.01832584850367	1.27037063066664	2.38971089668667	-0.325114214019522	0.637089421779109	0.902660836964013	0.796630426922075	0.919617780159344	0.633208155235563	0.309621722097566	0.205270544541671	0.0176900111990565	0.745398082302803	0.983777625352245	0.998353477037475	0.982489378835859	0.986519099268122	0.999719775516207	0.999608607767095	0.999842020564018	0.553367649566677	0.927405447862917	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	protein binding	MF	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).
GO:0000160	0.0450079860961762	-0.0348030133938697	-0.0981841716043345	-0.122109865380554	-0.000839672314546335	0.0282748564661797	0.0130281421584312	0.0391163676006796	0.059063507811784	0.070861437564545	0.0651212149546109	0.0584430091045102	0.073874603853586	0.00126413404573893	0.0516771994335809	0.05880053267604	0.0534467565642097	0.0400966071227597	0.635154854926279	-0.534434337844084	-1.6799985679854	-1.65293428337791	-0.664227276669476	0.547143745715564	0.221565036327297	0.731875423603789	1.47303006538571	0.52597569045954	0.593571104671706	0.0943516571920898	0.0997450922610214	0.507228002711075	0.584824663175715	0.824854355354369	0.465009614054372	0.142146695060624	0.983777625352245	0.998353477037475	0.635352021435558	0.581488425405474	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.496348295867425	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	phosphorelay signal transduction system	BP	A conserved series of molecular signals found in prokaryotes and eukaryotes; involves autophosphorylation of a histidine kinase and the transfer of the phosphate group to an aspartate that then acts as a phospho-donor to response regulator proteins.
GO:0006310	0.0292500883452748	-0.00951621546541775	-0.064847080172165	-0.0528516649564815	-0.000678006671799913	-0.00447907865458907	0.012124118189487	0.0040001362915915	0.0572197178569847	0.060088583915799	0.0571671353924463	0.0507392640673462	0.0643380518529666	0.00110907683640295	0.0444689903802096	0.0493460806001991	0.0469623791546084	0.0340590495654057	0.48678278699765	-0.166463045595865	-1.27804534346603	-0.821468220350606	-0.611325247760904	-0.100723641717362	0.24569566705239	0.0851774625476779	1.68001510867478	0.626888229082285	0.867942722912282	0.202556231526649	0.412253067940414	0.541604169367045	0.919859938053004	0.806142795400085	0.932196388675491	0.0943484343600458	0.983777625352245	0.998353477037475	0.793129959046392	0.911877623692239	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.397158429223118	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	DNA recombination	BP	Any process in which a new genotype is formed by reassortment of genes resulting in gene combinations different from those that were present in the parents. In eukaryotes genetic recombination can occur by chromosome assortment, intrachromosomal recombination, or nonreciprocal interchromosomal recombination. Interchromosomal recombination occurs by crossing over. In bacteria it may occur by genetic transformation, conjugation, transduction, or F-duction.
