Feature	lfc_group1g2	lfc_group1g3	lfc_group1g4	se_group1g2	se_group1g3	se_group1g4	W_group1g2	W_group1g3	W_group1g4	p_group1g2	p_group1g3	p_group1g4	q_group1g2	q_group1g3	q_group1g4	diff_group1g2	diff_group1g3	diff_group1g4	passed_ss_group1g2	passed_ss_group1g3	passed_ss_group1g4	Description	Ontology	Definition
GO:0015668	0.054898780382705	0.128637393453125	0.373580238530241	0.119394504337135	0.108966756855285	0.123196661369692	0.459809944247409	1.18051961135233	3.03238930646984	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	Type III site-specific deoxyribonuclease activity	MF	Catalysis of the endonucleolytic cleavage of DNA to give double-stranded fragments with terminal 5'-phosphates. ATP hydrolysis is required. Cleavage is dependent on the presence of two copies of a specific recognition sequence in an inverse orientation in the DNA. Cleavage occurs at a specific distance from one of the recognition sites.
GO:0030599	0.00461223155975177	0.0572138405247927	0.297414719467067	0.132172551521494	0.130427048711844	0.183286115744747	0.0348955324434494	0.438665453905935	1.62268002820934	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	pectinesterase activity	MF	Catalysis of the reaction: pectin + n H2O = n methanol + pectate.
GO:0042545	0.00461223155975177	0.0572138405247927	0.297414719467067	0.132172551521494	0.130427048711844	0.183286115744747	0.0348955324434494	0.438665453905935	1.62268002820934	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	cell wall modification	BP	The series of events leading to chemical and structural alterations of an existing cell wall that can result in loosening, increased extensibility or disassembly.
GO:0004721	-0.0807797456715853	-0.106857163805257	0.0765380722346148	0.0812927455312985	0.073320664883993	0.0957489354921531	-0.993689475532405	-1.45739491007514	0.799362121794945	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	phosphoprotein phosphatase activity	MF	Catalysis of the reaction: a phosphoprotein + H2O = a protein + phosphate. Together with protein kinases, these enzymes control the state of phosphorylation of cell proteins and thereby provide an important mechanism for regulating cellular activity.
GO:0016628	-0.0273925734237603	0.112245067230679	0.0698524034901133	0.114968589171922	0.0978433079782322	0.134810703060895	-0.238261368788285	1.14719207220233	0.518151763206519	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	MF	Catalysis of an oxidation-reduction (redox) reaction in which a CH-CH group acts as a hydrogen or electron donor and reduces NAD or NADP.
GO:0016755	0.143878529772593	0.0748000819354572	0.171346981789065	0.139044739842732	0.133672620506844	0.162390909355754	1.0347642775651	0.559576685575842	1.05515131646742	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	transferase activity, transferring amino-acyl groups	MF	Catalysis of the transfer of an amino-acyl group from one compound (donor) to another (acceptor).
GO:0044038	0.143884405097041	0.0745154571398691	0.17086738601216	0.139051326872312	0.133669971259822	0.162370044273685	1.03475751244839	0.557458466083077	1.05233318606573	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	cell wall macromolecule biosynthetic process	BP	The chemical reactions and pathways resulting in the formation of a macromolecule destined to form part of a cell wall.
GO:0047343	0.149899139096229	-0.0623443351038739	-0.0295643151083539	0.110186684672965	0.110180900868019	0.135552010441988	1.36041064799373	-0.565836135053512	-0.218103110473648	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	glucose-1-phosphate cytidylyltransferase activity	MF	Catalysis of the reaction: alpha-D-glucose 1-phosphate + CTP = CDP-D-glucose + diphosphate.
GO:0019646	0.125690268115244	0.140338095207464	0.293394979716207	0.133843115199332	0.137632186104833	0.165482837855199	0.939086541194546	1.01966043829726	1.77296318771699	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	aerobic electron transport chain	BP	A process in which a series of electron carriers operate together to transfer electrons from donors such as NADH and FADH2 to oxygen to generate a transmembrane electrochemical gradient.
GO:0070009	-0.741847334958197	-0.175671059484205	-0.542981733266516	0.319581345346645	0.242052844463679	0.409109353388573	-2.3213098816939	-0.725754989053907	-1.32722884179769	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	serine-type aminopeptidase activity	MF	Catalysis of the hydrolysis of a peptide bond not more than three residues from the N-terminus of a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine).
GO:0006797	-0.12526959320863	-0.108731354689551	-0.285803917569102	0.101561015037674	0.086463353195221	0.116273716103666	-1.23344172133531	-1.25754265444751	-2.45802686235888	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	polyphosphate metabolic process	BP	The chemical reactions and pathways involving a polyphosphate, the anion or salt of polyphosphoric acid.
GO:0019538	0.070625265645454	-0.124704273250938	0.00223677209020287	0.102730549075094	0.0974438563986989	0.112702173470875	0.687480659660721	-1.27975511088869	0.0198467520307486	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	protein metabolic process	BP	The chemical reactions and pathways involving a protein. Includes protein modification.
GO:0070069	0.122575299929492	0.139479987801366	0.293772744180453	0.134343067139125	0.137510056117735	0.16633425428879	0.912405102397677	1.01432572816306	1.76615902380759	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	cytochrome complex	CC	A protein complex in which at least one of the proteins is a cytochrome, i.e. a heme-containing protein involved in catalysis of redox reactions.
GO:0033178	0.0440680406299608	-0.0725935102355924	-0.0435309936545731	0.0739757929600951	0.0722763024682826	0.0858849295100798	0.59570893216018	-1.00438882118311	-0.506852528177998	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	proton-transporting two-sector ATPase complex, catalytic domain	CC	A protein complex that forms part of a proton-transporting two-sector ATPase complex and catalyzes ATP hydrolysis or synthesis. The catalytic domain (F1, V1, or A1) comprises a hexameric catalytic core and a central stalk, and is peripherally associated with the membrane when the two-sector ATPase is assembled.
GO:0008780	-0.464377411442283	0.254516360308499	0.059639014068753	0.283232672113901	0.203675734687243	0.346619649593959	-1.63956159427658	1.24961552587168	0.172058953203074	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity	MF	Catalysis of the reaction: (R)-3-hydroxytetradecanoyl-[acyl-carrier protein] + UDP-N-acetylglucosamine = [acyl-carrier protein] + UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine.
GO:0019310	0.136950148585097	-0.0288345133256672	-0.039475881032649	0.116630728998068	0.106338972592363	0.142376685758621	1.17422011987394	-0.271156591254653	-0.277263660284765	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	inositol catabolic process	BP	The chemical reactions and pathways resulting in the breakdown of inositol, 1,2,3,4,5,6-cyclohexanehexol, a growth factor for animals and microorganisms.
GO:0009088	0.0865897813440652	0.165371973133367	0.272361627410856	0.0942670181571441	0.0842508211728943	0.0949046186692586	0.918558611875461	1.96285295301753	2.86984586450984	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	threonine biosynthetic process	BP	The chemical reactions and pathways resulting in the formation of threonine (2-amino-3-hydroxybutyric acid), a polar, uncharged, essential amino acid found in peptide linkage in proteins.
GO:0008446	-0.0209101789361879	-0.0131868200676058	0.148558654071857	0.127987127830859	0.11367717831816	0.13543395664293	-0.163377202774811	-0.116002352122943	1.0969084692957	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	GDP-mannose 4,6-dehydratase activity	MF	Catalysis of the reaction: GDP-alpha-D-mannose = GDP-4-dehydro-6-deoxy-alpha-D-mannose + H(2)O.
GO:0019673	-0.0209101789361879	-0.0131868200676058	0.148558654071857	0.127987127830859	0.11367717831816	0.13543395664293	-0.163377202774811	-0.116002352122943	1.0969084692957	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	GDP-mannose metabolic process	BP	The chemical reactions and pathways involving GDP-mannose, a substance composed of mannose in glycosidic linkage with guanosine diphosphate.
GO:0005615	0.0443533112007069	0.0294249136508538	-0.0851670133440562	0.0875915883259794	0.0764807601407455	0.115302842084481	0.506364960932576	0.384736155821463	-0.738637589537082	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	extracellular space	CC	That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid.
GO:0070204	0.0928516453496623	0.1951626562123	0.17268984285073	0.138056728603467	0.124410909573796	0.201264806005173	0.672561535311726	1.5686940709692	0.858023050718022	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity	MF	Catalysis of the reaction: 2-oxoglutarate + H(+) + isochorismate = 5-enolpyruvoyl-6-hydroxy-2-succinyl-cyclohex-3-ene-1-carboxylate + CO(2).
GO:0003690	-0.057743434579818	-0.173706859102973	-0.229861181409358	0.0730039790083183	0.0679879575427313	0.0934539616831481	-0.790962840165719	-2.55496510530996	-2.45961944544088	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	double-stranded DNA binding	MF	Interacting selectively and non-covalently with double-stranded DNA.
GO:0004062	0.0138536486046916	-0.145352624924453	-0.227952496435477	0.0888450809386666	0.0829446704099806	0.111834226560334	0.155930395451554	-1.75240463559624	-2.03830708582312	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	aryl sulfotransferase activity	MF	Catalysis of the reaction: 3'-phosphoadenosine 5'-phosphosulfate + a phenol = adenosine 3',5'-bisphosphate + an aryl sulfate.
GO:0006750	0.221421566429938	0.199480139146196	0.0253852939195085	0.110225244728573	0.104486872418126	0.147302730363925	2.00880993256293	1.90914068465878	0.172334170974237	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	glutathione biosynthetic process	BP	The chemical reactions and pathways resulting in the formation of glutathione, the tripeptide glutamylcysteinylglycine, which acts as a coenzyme for some enzymes and as an antioxidant in the protection of sulfhydryl groups in enzymes and other proteins.
GO:0004141	-0.0446938228389409	-0.0304336397044007	-0.0994728681962386	0.0927648906443706	0.0769026169937127	0.0994408063107284	-0.481796750133431	-0.395742575404019	-1.00032242181756	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	dethiobiotin synthase activity	MF	Catalysis of the reaction: 7,8-diaminononanoate + ATP + CO(2) = ADP + dethiobiotin + 4 H(+) + phosphate.
GO:0016410	-0.310089186244844	0.0883895781554449	0.0656748935233438	0.249870615119142	0.202190468941017	0.294059071850478	-1.24099901101612	0.437159964158497	0.223339117239471	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	N-acyltransferase activity	MF	Catalysis of the transfer of an acyl group to a nitrogen atom on the acceptor molecule.
GO:0016817	-0.0520546040192254	0.220691464158672	0.226360977357936	0.115452737333247	0.0944239205276482	0.119443669188942	-0.450873710070407	2.3372410605854	1.89512745962171	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	hydrolase activity, acting on acid anhydrides	MF	Catalysis of the hydrolysis of any acid anhydride.
GO:0016154	-0.0426655252385572	0.0768827762931758	0.201495543736771	0.0814460403388161	0.0671408348124269	0.0852093973324142	-0.523850208813938	1.14509711575623	2.36471034938444	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	pyrimidine-nucleoside phosphorylase activity	MF	Catalysis of the reaction: pyrimidine nucleoside + phosphate = pyrimidine + alpha-D-ribose 1-phosphate.
GO:0015667	0.116839398918158	-0.0312584063582437	-0.16267952265072	0.113926615725647	0.103135522714072	0.127306512343841	1.02556718791266	-0.30308089333006	-1.27785703697027	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	site-specific DNA-methyltransferase (cytosine-N4-specific) activity	MF	Catalysis of the reaction: S-adenosyl-L-methionine + DNA cytosine = S-adenosyl-L-homocysteine + DNA N4-methylcytosine.
GO:0090124	0.116839398918158	-0.0312584063582437	-0.16267952265072	0.113926615725647	0.103135522714072	0.127306512343841	1.02556718791266	-0.30308089333006	-1.27785703697027	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	N-4 methylation of cytosine	BP	The covalent transfer of a methyl group to N-4 of cytosine in a DNA molecule.
GO:0032955	-0.138303252894763	-0.17827512049345	-0.274648371191076	0.0880413235948149	0.0817983302814687	0.108401594316863	-1.57089020527752	-2.17944693834218	-2.53361929703974	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	regulation of division septum assembly	BP	Any process that modulates the frequency, rate or extent of division septum formation. division septum formation is the assembly and arrangement of a septum that spans the plasma membrane interface between progeny cells following cytokinesis.
GO:0050043	-0.0413449197852987	-0.0190004529876213	-0.0310104497354477	0.0809133853016701	0.0731782933693158	0.0860115190021287	-0.510977505528314	-0.259646024972595	-0.360538333646685	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	lactate racemase activity	MF	Catalysis of the reaction: (S)-lactate = (R)-lactate.
GO:0004850	-0.0215018453812431	-0.159908938363475	-0.183360790654714	0.0885944911884446	0.0896322314876073	0.105889575409764	-0.242699575253586	-1.78405620064903	-1.73162268282932	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	uridine phosphorylase activity	MF	Catalysis of the reaction: uridine + phosphate = uracil + alpha-D-ribose 1-phosphate.
GO:0042286	-0.0085001903688164	-0.107953003487942	-0.194333575941327	0.0754586164416022	0.07039131989652	0.0943898196432478	-0.112647047741655	-1.53361243469564	-2.05884042024684	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	glutamate-1-semialdehyde 2,1-aminomutase activity	MF	Catalysis of the reaction: (S)-4-amino-5-oxopentanoate = 5-aminolevulinate.
GO:0016153	0.168226849668401	0.0685341450727758	0.129813943438731	0.235024184674803	0.239400428196415	0.300609776355286	0.715785270784675	0.286274112327599	0.431835401405263	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	urocanate hydratase activity	MF	Catalysis of the reaction: 4-imidazolone-5-propanoate + H(+) = trans-urocanate + H(2)O.
GO:0006824	0.0587250457142838	-0.113181544751614	-0.191122542489469	0.0999860829407776	0.0994310353867988	0.120787136747254	0.587332196512458	-1.13829192576869	-1.58230874277111	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	cobalt ion transport	BP	The directed movement of cobalt (Co) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.
GO:0009097	0.057975610888305	0.136871321774294	0.240235519594488	0.090207457769568	0.0793185331085114	0.0874432369043764	0.642691993786166	1.72559068366845	2.74733104696476	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	isoleucine biosynthetic process	BP	The chemical reactions and pathways resulting in the formation of isoleucine, (2R*,3R*)-2-amino-3-methylpentanoic acid.
GO:0004348	-0.11204614444863	0.0789811771053571	-0.0849584191370432	0.152991631967944	0.122159767409997	0.178955362508746	-0.732367796900858	0.646540008874424	-0.474746428081421	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	glucosylceramidase activity	MF	Catalysis of the reaction: D-glucosyl-N-acylsphingosine + H2O = D-glucose + N-acylsphingosine.
GO:0006665	-0.11204614444863	0.0789811771053571	-0.0849584191370432	0.152991631967944	0.122159767409997	0.178955362508746	-0.732367796900858	0.646540008874424	-0.474746428081421	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	sphingolipid metabolic process	BP	The chemical reactions and pathways involving sphingolipids, any of a class of lipids containing the long-chain amine diol sphingosine or a closely related base (a sphingoid).
GO:0008986	-0.192248568433923	0.320405443628545	0.680328803494834	0.355780050488187	0.309063742925697	0.350987349670056	-0.540357921052985	1.03669696288372	1.93832855837788	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	pyruvate, water dikinase activity	MF	Catalysis of the reaction: ATP + H(2)O + pyruvate = AMP + 3 H(+) + phosphate + phosphoenolpyruvate.
GO:0005727	-0.122173472543807	-0.123446823974794	0.0344321748931065	0.247607352846804	0.203303522624523	0.233046794992628	-0.493416173385595	-0.607204550030279	0.147747901421239	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	extrachromosomal circular DNA	CC	Circular DNA structures that are not part of a chromosome.
GO:0004133	0.0153737018032615	0.215101405696375	-0.373391406117602	0.169500185616695	0.15213742329112	0.225332920668597	0.0907002062996397	1.41386255296813	-1.65706548785545	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	glycogen debranching enzyme activity	MF	Catalysis of the cleavage of branch points in branched glycogen polymers.
GO:0030245	-0.0752776378699558	-0.221729144980444	-0.263988729498518	0.14102860957564	0.134553285063441	0.148507675045907	-0.533775650887213	-1.64789098144948	-1.77761000848551	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	cellulose catabolic process	BP	The chemical reactions and pathways resulting in the breakdown of cellulose, a linear beta1-4 glucan of molecular mass 50-400 kDa with the pyranose units in the -4C1 conformation.
GO:0043856	-0.0403861652119259	-0.0505361717206035	-0.0822358071733698	0.0642053283511788	0.0571066824327385	0.0795873033886597	-0.62901578808271	-0.884943224991684	-1.0332779686199	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	anti-sigma factor antagonist activity	MF	The function of binding to an anti-sigma factor and stopping, preventing or reducing the rate of its activity.
GO:0004867	0.0662930580268779	0.0454357096893838	-0.00765212724867502	0.0850109586147208	0.0797165585316455	0.112427844140269	0.779817791813471	0.569965770302878	-0.0680625632127926	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	serine-type endopeptidase inhibitor activity	MF	Stops, prevents or reduces the activity of serine-type endopeptidases, enzymes that catalyze the hydrolysis of nonterminal peptide bonds in a polypeptide chain; a serine residue (and a histidine residue) are at the active center of the enzyme.
GO:0008413	-0.0548072284191045	-0.0787041744010239	-0.0609912492004928	0.0763744634620349	0.0688242562790673	0.0869387022685688	-0.717611960002164	-1.14355284976703	-0.701543128767671	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity	MF	Catalysis of the reaction: 8-oxo-7,8-dihydroguanosine triphosphate = 8-oxo-7,8-dihydroguanosine phosphate + diphosphate. 8-oxo-7,8-dihydroguanosine triphosphate (8-oxo-GTP) is the oxidised form of the free guanine nucleotide and can act as a potent mutagenic substrate for transcription.
GO:0004125	0.109423207512978	0.016811392852811	0.00095357275792863	0.100174555291879	0.0872108730934333	0.112219974846136	1.09232536340342	0.192767166025274	0.00849735316048738	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	L-seryl-tRNASec selenium transferase activity	MF	Catalysis of the reaction: L-seryl-tRNA(Sec) + selenophosphate = L-selenocysteinyl-tRNA(Sec) + H2O + phosphate.
GO:0008915	-0.567787919003399	-0.00459828273340688	-0.0767657877681987	0.260558136907371	0.211524867769283	0.339698172086178	-2.17912181036683	-0.0217387335205541	-0.225982339842335	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	lipid-A-disaccharide synthase activity	MF	Catalysis of the reaction: 2,3-bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate + UDP-2,3-bis(3-hydroxytetradecanoyl)-D-glucosamine = 2,3-bis(3-hydroxytetradecanoyl)-D-glucosaminyl-(1->6)-beta-D-2,3-bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate + H(+) + UDP.
GO:0016668	0.148783286401731	0.0593299043345521	-0.0967677250813796	0.0949499125158748	0.0936658421201887	0.115700893017167	1.56696601881393	0.633420924763822	-0.83636109072228	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor	MF	Catalysis of an oxidation-reduction (redox) reaction in which a sulfur-containing group acts as a hydrogen or electron donor and reduces NAD or NADP.
GO:0005991	0.348313700070935	0.158987834419196	0.230265730446391	0.146073868075715	0.15495540870175	0.193014813951717	2.38450384493407	1.02602313627663	1.19299511644734	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	trehalose metabolic process	BP	The chemical reactions and pathways involving trehalose, a disaccharide isomeric with sucrose and obtained from certain lichens and fungi.
GO:0034228	0.176890236584208	-0.00703255593983996	-0.00703358116439098	0.109430210033699	0.106944554031461	0.126816990165436	1.6164662073639	-0.0657588972484854	-0.0554624514839495	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	ethanolamine transmembrane transporter activity	MF	Enables the transfer of ethanolamine from one side of a membrane to the other. Ethanolamine (2-aminoethanol, monoethanolamine) is an amino alcohol that occurs widely in living organisms as a constituent of certain types of phospholipids, such as phosphatidylethanolamine.
GO:0034229	0.176890236584208	-0.00703255593983996	-0.00703358116439098	0.109430210033699	0.106944554031461	0.126816990165436	1.6164662073639	-0.0657588972484854	-0.0554624514839495	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	ethanolamine transport	BP	The directed movement of ethanolamine into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Ethanolamine (2-aminoethanol, monoethanolamine) is an amino alcohol that occurs widely in living organisms as a constituent of certain types of phospholipids, such as phosphatidylethanolamine.
GO:0043419	-0.0301103177178424	-0.175420442614195	-0.253072048402353	0.133141503978748	0.116201423190655	0.154548950469889	-0.226152753409251	-1.50962387376597	-1.63748797797019	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	urea catabolic process	BP	The chemical reactions and pathways resulting in the breakdown of urea, the water soluble compound O=C-(NH2)2.
GO:0004126	-0.0366723245132492	-0.0379736637133869	0.0246339370126766	0.058618662752069	0.0543167769233904	0.065720341238006	-0.625608343683254	-0.699114819845547	0.374829718602113	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	cytidine deaminase activity	MF	Catalysis of the reaction: cytidine + H2O = uridine + NH3.
GO:0009972	-0.0366723245132492	-0.0379736637133869	0.0246339370126766	0.058618662752069	0.0543167769233904	0.065720341238006	-0.625608343683254	-0.699114819845547	0.374829718602113	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	cytidine deamination	BP	The removal of amino group in the presence of water.
GO:0004555	0.347105760143455	0.158595026298767	0.231706260804819	0.145864392805455	0.154539026781423	0.192671216794685	2.3796469684442	1.02624579435899	1.20259924995299	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	alpha,alpha-trehalase activity	MF	Catalysis of the reaction: alpha,alpha-trehalose + H2O = 2 D-glucose.
GO:0015888	-0.0692067032708741	-0.0560644052098979	-0.00374398995497241	0.0708748857369579	0.0619195022623441	0.0760800713136012	-0.976462996042421	-0.905440178965926	-0.0492111783063363	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	thiamine transport	BP	The directed movement of thiamine into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Thiamine is vitamin B1, a water soluble vitamin present in fresh vegetables and meats, especially liver.
GO:0009045	-0.0252363663109724	0.17558678734087	0.188969825150426	0.227354165454886	0.213777194225596	0.228858106209224	-0.11100023727509	0.821354157897573	0.825707370739442	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	xylose isomerase activity	MF	Catalysis of the reaction: D-xylose = D-xylulose.
GO:0003998	-0.0101796232558415	-0.0634655089386829	-0.106925994911193	0.0861131539971042	0.073916609496572	0.106522317466282	-0.118212175298837	-0.858609578698631	-1.00378960441824	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	acylphosphatase activity	MF	Catalysis of the reaction: an acyl phosphate + H2O = a carboxylate + phosphate.
GO:0009249	0.0516393852349102	0.0429649033221697	0.0462101300845662	0.0944700261414554	0.088650938375872	0.119364519101263	0.546621900554866	0.484652549756466	0.387134555833664	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	protein lipoylation	BP	The lipoylation of peptidyl-lysine to form peptidyl-N6-lipoyl-L-lysine.
GO:0009009	-0.0545130366475286	-0.113924103664537	-0.168652808118684	0.0719259567032847	0.0600557766087737	0.0791892057131059	-0.757904922591583	-1.89697161701334	-2.12974491409467	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	site-specific recombinase activity	MF	Catalysis of the formation of new phosphodiester bonds between a pair of short, unique DNA target sequences.
GO:0004325	0.0193705270079836	-0.0523134822856247	-0.142224916828088	0.081248793993887	0.0735203366442258	0.0999268171827106	0.238410025008384	-0.711551179897015	-1.42329077256646	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	ferrochelatase activity	MF	Catalysis of the reaction: protoheme = Fe(2+) + protoporphyrin IX.
GO:0015234	-0.0712047795633413	-0.0660680230890277	0.0161652384214955	0.0754819721491362	0.0668379708080162	0.0794255186156137	-0.94333491211194	-0.988480384582589	0.203527011258542	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	thiamine transmembrane transporter activity	MF	Enables the transfer of thiamine from one side of a membrane to the other. Thiamine is vitamin B1, a water soluble vitamin present in fresh vegetables and meats, especially liver.
GO:0036424	0.0471727078458231	0.137396528144843	0.0972629318039682	0.129551618894933	0.113394081462258	0.127981529086722	0.364122874327647	1.21167283488755	0.759976322349309	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	L-phosphoserine phosphatase activity	MF	Catalysis of the reaction: O-phospho-L-serine + H2O <=> L-serine + phosphate.
GO:0016835	-0.0413893918024178	0.0362071199466086	0.226513920103454	0.099748373853118	0.0854335993277735	0.105709001538381	-0.414938010552079	0.423804220254104	2.14280635335687	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	carbon-oxygen lyase activity	MF	Catalysis of the breakage of a carbon-oxygen bond.
GO:0046348	-0.0413893918024178	0.0362071199466086	0.226513920103454	0.099748373853118	0.0854335993277735	0.105709001538381	-0.414938010552079	0.423804220254104	2.14280635335687	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	amino sugar catabolic process	BP	The chemical reactions and pathways resulting in the breakdown of any amino sugar, sugars containing an amino group in place of a hydroxyl group.
GO:0009029	-0.452479726584621	0.154266743657187	0.137165148616275	0.265047579576167	0.217907008975681	0.325494174149252	-1.70716415259544	0.707947598300534	0.421405848429654	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	tetraacyldisaccharide 4'-kinase activity	MF	Catalysis of the reaction: 2,3-bis(3-hydroxytetradecanoyl)-D-glucosaminyl-(1->6)-beta-D-2,3-bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate + ATP = ADP + 2 H(+) + lipid IV(a).
