"t1","t2","r1","r2","n1","n2","p","BH_p"
"s__Leptotrichia_wadei","gut_s__Mediterraneibacter_glycyrrhizinilyticus",-0.31251297428209,-0.167002012072435,116,70,0.316034513294268,0.339541212630205
"s__Streptococcus_anginosus","gut_s__Faecalibacillus_sp._MSK20_93",-0.369156086631815,0.0791836734693878,104,50,0.00856530374304852,0.0214132593576213
"s__Fusobacterium_periodonticum","gut_s__Phascolarctobacterium_faecium",0.349818387659795,-0.155659995138157,86,42,0.00760020973943907,0.0207557114340212
"s__Streptococcus_mitis","gut_s__Alistipes_onderdonkii",-0.168405365126677,-0.442014526298986,121,67,0.051684140563704,0.0714780667370375
"s__Streptococcus_pneumoniae","gut_s__Alistipes_onderdonkii",-0.241315539899743,-0.422220448559342,121,67,0.193126874567128,0.210978938602745
"s__Actinomyces_sp._S6_Spd3","gut_s__Suilimivivens_aceti",-0.171636022107431,-0.436923963133641,94,63,0.0786302769866566,0.0937792294336271
"s__Candidatus_Nanosynbacter_sp._TM7_008","gut_s__Suilimivivens_aceti",-0.0802366947272023,-0.429596719070403,88,56,0.0318951400992159,0.050565466010952
"s__Streptococcus_anginosus","gut_s__Clostridium_sp._AF43_10",-0.133827042522695,-0.41634484918067,91,66,0.0635720887396317,0.0809117282551214
"s__Abiotrophia_sp._HMSC24B09","gut_s__Faecalibacillus_sp._H12",0.427599170339642,0.00991452991452992,57,26,0.0749343428352154,0.0901987460053519
"s__Neisseria_subflava","gut_s__Jingyaoa_shaoxingensis",0.000790916760404949,0.388022759601707,127,75,0.00613337976663926,0.0199334842415776
"s__Porphyromonas_bobii","gut_s__Jingyaoa_shaoxingensis",-0.228742874287429,0.45824233289243,100,58,1.85221602660717e-05,0.000802626944863105
"s__Neisseria_flavescens","gut_s__Jingyaoa_shaoxingensis",-0.0450076804915515,0.385886708626435,125,74,0.00261986548296899,0.0136233005114387
"s__Leptotrichia_sp._oral_taxon_221","gut_s__Dorea_ammoniilytica",-0.329548546691404,0.0479130931961121,99,54,0.0250908086258385,0.0429184884389342
"s__Streptococcus_gordonii","gut_s__Clostridium_sp._AF23_8",-0.359243814289686,-0.0571678321678322,109,65,0.0470052968106497,0.0657063288751018
"s__Lachnoanaerobaculum_sp._ICM7","gut_s__Oribacterium_sp._oral_taxon_102",-0.0198691842527459,-0.535588442565187,73,44,0.00363192197153488,0.0160718585127036
"s__Streptococcus_mitis","gut_s__Alistipes_communis",-0.0138899533394946,-0.427878433664524,110,59,0.00766638200465343,0.0207557114340212
"s__Haemophilus_haemolyticus","gut_s__Agathobaculum_sp._M2",0.020310461192351,0.390179440812352,126,78,0.00788634302813677,0.0207557114340212
"s__Fusobacterium_periodonticum","gut_s__Parolsenella_massiliensis",-0.367664212291317,0.0473310756329624,87,53,0.0159472797548335,0.0314113086080054
"s__Streptococcus_sanguinis","gut_s__Allisonella_histaminiformans",-0.351893957262135,-0.4046571718601,86,58,0.729498761193397,0.735153790349935
"s__Streptococcus_gordonii","gut_s__Allisonella_histaminiformans",-0.324647389027784,-0.44286197668338,86,58,0.430800195423559,0.437531448477052
