"","s__Streptococcus_mitis","s__Streptococcus_salivarius","s__Streptococcus_parasanguinis","s__Streptococcus_oralis","s__Rothia_mucilaginosa","s__Neisseria_mucosa","s__Haemophilus_parainfluenzae","s__Neisseria_sicca","s__Streptococcus_infantis","s__Schaalia_odontolytica","s__Prevotella_melaninogenica","s__Actinomyces_sp._ICM47","s__Gemella_haemolysans","s__Streptococcus_sanguinis","s__Actinomyces_graevenitzii","s__Streptococcus_pseudopneumoniae","s__Streptococcus_sp._263_SSPC","s__Veillonella_atypica","s__Haemophilus_parahaemolyticus","s__Prevotella_histicola","s__Streptococcus_cristatus","s__Streptococcus_pneumoniae","s__Neisseria_subflava","s__Streptococcus_australis","s__Veillonella_dispar","s__Gemella_sanguinis","s__Haemophilus_haemolyticus","s__Streptococcus_sp._oral_taxon_431","s__Streptococcus_rubneri","s__Streptococcus_vestibularis","s__Streptococcus_sp._M334","s__Prevotella_pallens","s__Lancefieldella_parvula","s__Prevotella_jejuni","s__Streptococcus_gordonii","s__Granulicatella_adiacens","s__Actinomyces_bouchesdurhonensis","s__Veillonella_parvula","s__Veillonella_rogosae","s__Actinomyces_oris","s__Haemophilus_sputorum","s__Rothia_sp._HMSC065C12","s__Streptococcus_sp._HSISS2","s__Rothia_dentocariosa","s__Streptococcus_timonensis","s__Lautropia_mirabilis","s__Streptococcus_sp._HMSC067H01","s__Streptococcus_sp._Marseille_Q3533","s__Rothia_sp._HMSC072B04","s__Veillonella_tobetsuensis","s__Alloprevotella_tannerae","s__Neisseria_sp._HMSC071A01","s__Megasphaera_micronuciformis","s__Neisseria_meningitidis","s__Alloprevotella_sp._oral_taxon_473","s__Prevotella_salivae","s__Streptococcus_sp._UMB0029","s__Solobacterium_moorei","s__Peptostreptococcus_stomatis","s__Veillonella_nakazawae","s__Streptococcus_sp._F0442","s__Streptococcus_sp._HPH0090","s__Prevotella_intermedia","s__Rothia_aeria","s__Streptococcus_sp._HMSC034E03","s__Streptococcus_anginosus","s__Veillonella_sp._oral_taxon_158","s__Streptococcus_sp._XMC","s__Rothia_sp._HMSC062F03","s__Actinomyces_sp._ICM58","s__Leptotrichia_wadei","s__Mogibacterium_diversum","s__Actinomyces_sp._oral_taxon_172","s__Porphyromonas_somerae","s__Porphyromonas_sp._oral_taxon_279","s__Porphyromonas_bobii","s__Neisseria_flavescens","s__Rothia_sp._HMSC072E10","s__Candidatus_Nanosynbacter_sp._HMT_352","s__Parvimonas_micra","s__Prevotella_vespertina","s__Porphyromonas_sp._KLE_1280","s__Prevotella_nanceiensis","s__Fusobacterium_pseudoperiodonticum","s__Streptococcus_sp._HMSC074B11","s__Abiotrophia_sp._HMSC24B09","s__Streptococcus_sp._SK140","s__Prevotella_sp._oral_taxon_306","s__Neisseria_sp._oral_taxon_014","s__Streptococcus_sp._HMSC061D10","s__Veillonella_sp._S13053_19","s__Haemophilus_influenzae","s__Streptococcus_sp._HMSC056C01","s__Lachnoanaerobaculum_saburreum","s__Leptotrichia_sp._oral_taxon_218","s__Alloprevotella_rava","s__Haemophilus_paraphrohaemolyticus","s__Streptococcus_sp._1001283B150225_161107_H12","s__Actinomyces_naeslundii","s__Schaalia_sp._ORNL0103","s__Streptococcus_sp._Marseille_Q6470","s__Streptococcus_sp._343_SSPC","s__Porphyromonas_pasteri","s__Porphyromonas_endodontalis","s__Campylobacter_concisus","s__Leptotrichia_sp._oral_taxon_417","s__Oribacterium_sinus","s__Streptococcus_sp._Marseille_Q0941","s__Streptococcus_sp._HMSC062D07","s__Aggregatibacter_segnis","s__Streptococcus_sp._A12","s__Fusobacterium_periodonticum","s__Streptococcus_sp._Marseille_Q4154","s__Gemella_morbillorum","s__Fusobacterium_nucleatum","s__Streptococcus_intermedius","s__Granulicatella_sp._HMSC30F09","s__Veillonella_sp._CLA_AA_H247","s__Haemophilus_sp._Marseille_Q0026","s__Leptotrichia_sp._oral_taxon_215","s__Leptotrichia_sp._oral_taxon_221","s__Streptococcus_sp._oral_taxon_061","s__Aggregatibacter_sp._2125159857","s__Abiotrophia_defectiva","s__Aggregatibacter_sp._oral_taxon_458","s__Candidatus_Nanosynbacter_sp._TM7_057","s__Lachnoanaerobaculum_orale","s__Actinomyces_sp._S6_Spd3","s__Candidatus_Nanosynbacter_sp._TM7_008","s__Candidatus_Nanosynbacter_sp._TM7_076","s__Actinomyces_sp._oral_taxon_181","s__Actinomyces_sp._ph3","s__Candidatus_Nanosynbacter_sp._TM7_087","s__Lachnoanaerobaculum_sp._ICM7","s__Candidatus_Nanosynbacter_sp._TM7_075","s__Candidatus_Nanosynbacter_sp._TM7_053"
"s__Haemophilus_parahaemolyticus",0.313096317120236,NA,0.447806231285868,NA,NA,0.139919466872814,0.173411233568687,NA,NA,0.959156750869684,NA,0.539749850773619,NA,NA,NA,NA,0.130958569391564,0.0490370706084983,NA,0.0951463890236147,NA,0.54246695631625,0.225228660873665,NA,0.289330779690728,NA,0.451740353618889,NA,NA,NA,0.196695036157458,NA,0.42908960743853,NA,NA,0.012172890974512,NA,NA,NA,NA,0.0263207488929232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0292414719245446,NA,0.349278471144568,NA,NA,NA,0.414126863868475,NA,0.127603825882792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.495708352370658,NA,0.103251730331424,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0688147834520842,NA,NA,0.703843070799901,NA,NA,NA,NA,0.454508839174565,NA,NA,0.979349205142836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0166506011581349,NA,0.697707560267776,NA,NA,NA,NA,NA,NA,NA,NA,0.270548237556012,NA,NA,0.336858453683298,NA,NA,NA,NA,NA
"s__Prevotella_histicola",0.743955940733068,NA,0.892039320240146,0.225524446292902,NA,0.633626002083211,0.808220528852696,0.632794106800394,NA,0.0760009777855836,0.176593582399981,0.743337494629234,NA,0.173905761115815,0.294658284473423,NA,NA,0.882178819560794,0.0951463890236147,NA,NA,0.596574414230736,0.938935477463318,0.110682752640522,0.0859750929983232,0.567858498129941,NA,0.926694949354088,0.513641216372305,NA,NA,0.192584854947511,0.365735287248788,0.804422546457744,NA,NA,0.479119144782789,0.314507779502263,NA,NA,0.680940367640473,NA,NA,NA,0.479984162473437,NA,0.302485672633929,0.928455391463132,NA,0.719885526502423,NA,NA,0.356369315014546,0.410398048678577,NA,0.278236336822062,NA,NA,NA,0.27595351389291,0.258577268098051,NA,0.443733005292411,NA,NA,NA,NA,0.0593683415070656,NA,0.0517547515453347,NA,NA,NA,0.365891973714456,NA,NA,NA,NA,NA,NA,0.178116201358207,0.0430219735708159,0.649959182345763,NA,NA,NA,NA,0.862587752756234,NA,NA,NA,NA,NA,0.197905478454104,NA,NA,NA,0.928033087642245,NA,0.0349617672166994,0.0944333211881583,0.397669823554973,NA,NA,0.346403841649228,0.166398396819392,NA,0.578203958663515,NA,NA,0.605431645144965,NA,0.972548772836292,NA,NA,NA,NA,0.272060533393168,NA,NA,NA,NA,NA,NA,NA,NA,0.348311594226735,0.354252528293695,0.437457701190451,0.586250126919958,0.0912580605308934,0.29551556584707,NA,NA,0.18881113759801,NA
"s__Streptococcus_cristatus",0.846587828327061,NA,0.868033000029749,0.632788720890589,NA,0.547336718429462,0.0538112105720128,NA,NA,NA,0.0382972038816043,NA,NA,0.681410670776071,NA,0.249017376103038,NA,NA,NA,NA,NA,0.604539623115793,0.379066652069352,NA,NA,NA,NA,NA,NA,0.124075480559013,NA,0.198782467285239,NA,NA,0.167664294463226,NA,NA,NA,0.628807381079829,0.121435988855216,NA,NA,NA,0.737398311591001,NA,NA,NA,NA,NA,0.304239821020159,NA,0.96526055622699,NA,0.509851602881809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18662945737036,0.990013635698897,NA,0.212141197231995,NA,NA,NA,NA,NA,NA,NA,0.512386984132001,NA,NA,NA,NA,NA,0.300087528078837,0.212835004815315,NA,0.0201298469169085,0.0933184213161974,NA,NA,NA,0.480319803486215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.718515356814615,NA,NA,NA,NA,NA,NA,0.0133182481734445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Streptococcus_pneumoniae",0.165731950903162,NA,NA,0.856867290751176,NA,NA,NA,NA,NA,0.738099023596728,0.525643347785536,0.247571019654429,0.285934395864942,NA,NA,0.130229027155681,NA,0.66744754386193,0.54246695631625,0.596574414230736,0.604539623115793,NA,NA,NA,0.961945079987607,NA,0.750588077872551,NA,NA,0.0763699061264437,0.440073452517758,0.987139109266284,NA,0.992309977640047,0.54117489412109,NA,0.268899424230007,NA,0.363981215498445,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1028488516369,0.778595890494744,NA,NA,0.0952885310438395,NA,NA,0.186421258979824,0.30748899432544,NA,NA,0.883739775857552,NA,NA,NA,NA,NA,0.189074849076168,0.139563301046986,NA,NA,0.599001275703921,NA,NA,0.727382908380817,NA,NA,NA,NA,NA,NA,NA,0.518164261202868,NA,0.74461500983885,NA,NA,NA,NA,0.822421199696244,NA,NA,0.233789429297311,NA,NA,0.0762096434282,NA,NA,NA,NA,NA,0.892086197046513,NA,NA,NA,NA,0.70782477896296,NA,NA,NA,NA,NA,NA,0.0655251162672165,NA,NA,NA,0.0396142736050709,NA,NA,NA,NA,0.366243302819424,NA,NA,NA,NA,NA,NA,0.768521930125794,NA,NA,NA,NA,NA,NA,NA,NA
"s__Neisseria_subflava",NA,0.623401674546738,0.797141710588022,NA,0.557039183605433,0.211966173742706,0.809522081432261,0.409692416053739,NA,0.94994819483946,NA,NA,NA,NA,NA,NA,NA,0.994278853270626,0.225228660873665,0.938935477463318,0.379066652069352,NA,NA,NA,0.469532030524129,NA,0.00622968267228163,NA,NA,0.359145004526238,NA,NA,0.260796481111312,NA,NA,NA,0.358433728668027,0.11507002447441,NA,NA,0.0407810597095375,NA,0.776566071265811,NA,0.24747486392576,NA,NA,NA,NA,NA,NA,0.0104803890817727,NA,0.415710166612765,0.0722659719099734,NA,NA,NA,NA,0.118668117259903,NA,NA,NA,NA,NA,NA,NA,NA,0.769251214696287,NA,NA,NA,NA,NA,0.17804757488186,0.16956865380098,0.0218188803095426,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.150947094596614,NA,0.225408298356572,NA,NA,0.167475775845696,0.0550058026781045,NA,NA,NA,0.0468569218110819,NA,NA,0.557958498608874,NA,NA,0.110899235688361,NA,NA,NA,NA,NA,NA,0.212461952034819,NA,NA,NA,NA,NA,NA,NA,0.320917482676581,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0888544449214439,NA,NA,0.550692670589967,0.873163015224211,NA,NA,NA,NA
"s__Streptococcus_australis",NA,NA,NA,NA,NA,NA,0.121818120871456,NA,0.342184496736492,NA,0.269202620051459,NA,NA,NA,0.065686420176606,NA,0.0569032089686759,0.0635516069251259,NA,0.110682752640522,NA,NA,NA,NA,0.0258720840022048,0.30064792695382,NA,0.61443455388053,0.420308455482262,NA,NA,0.438600722131884,0.133700556711726,0.210978740659894,NA,NA,NA,0.653114045406979,0.130345885893195,NA,0.10380047798645,NA,NA,NA,0.728365702100195,NA,0.705092863031378,0.809542356254494,0.22121234794867,0.523581324717435,NA,NA,0.313450345326227,NA,NA,0.879285056991902,NA,NA,NA,0.174814725654115,0.496459058796346,NA,0.0996920556873448,NA,0.607200037936952,NA,NA,0.366133043169453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.363176210256694,NA,NA,NA,0.890682795478833,NA,NA,0.549811880763432,NA,0.722074917783202,NA,NA,NA,0.445378764407085,NA,NA,NA,0.119330044704861,NA,NA,0.6127370488388,0.381101570408386,NA,NA,NA,NA,NA,0.970034404798611,0.736913939875808,NA,0.423111834785195,NA,0.976129757787087,NA,NA,NA,NA,0.425570389424416,NA,NA,NA,0.052378280217803,NA,NA,NA,NA,0.321097567594811,NA,0.208406057899007,NA,NA,NA,NA,NA,0.138628848200049,0.342029688994221
"s__Veillonella_dispar",0.667101776087127,0.219950801777564,0.0776571003031187,0.203386329364528,NA,NA,NA,NA,NA,0.931943824678187,0.531267454218897,0.755896734994567,0.68989176080149,NA,0.886290092177661,0.650680313711007,NA,0.139933746295428,0.289330779690728,0.0859750929983232,NA,0.961945079987607,0.469532030524129,0.0258720840022048,NA,0.158631370643359,0.895010952275349,0.13086123119849,0.288418825060593,NA,NA,0.147387066571289,0.220505518140274,0.330398193292871,NA,NA,NA,0.649648204565292,0.239589909852635,NA,0.545347510475108,NA,0.65229200876006,NA,0.0688700118774637,NA,0.572814079576157,0.0367363365618577,NA,0.498450236032662,NA,NA,0.195365983589938,0.480458548655568,NA,0.0329501821772867,NA,NA,NA,0.64317373702211,NA,NA,NA,NA,NA,NA,0.583116666224957,0.0462632778799529,NA,0.0186141712011107,NA,NA,0.0145394788128367,0.174706685820221,NA,NA,0.579809896489322,NA,NA,NA,0.0797645446649383,0.275687341974939,NA,NA,NA,NA,NA,0.462833628082572,NA,NA,0.518475363581388,0.833095689414113,NA,0.0305433875591514,NA,NA,NA,0.655291699412639,NA,0.0871041094124238,NA,0.143723573856457,0.197230208997575,NA,NA,NA,NA,0.172281493216338,NA,NA,0.151155498426365,NA,0.0689294006304686,0.48003071043263,NA,NA,NA,0.503574410224377,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.474038301036237,0.083139961565525,0.0234580775869434,0.21031595526644,0.0776595365469743,NA,NA,0.000860580452627602,0.0286185907869135
"s__Gemella_sanguinis",NA,NA,NA,NA,NA,NA,NA,NA,0.563226593906866,NA,NA,NA,NA,NA,NA,NA,0.19911437272053,0.869389325402901,NA,0.567858498129941,NA,NA,NA,0.30064792695382,0.158631370643359,NA,NA,0.434016236332119,0.763554115011748,NA,NA,NA,0.405490757201118,0.831090992998085,NA,NA,NA,0.879875379044213,NA,NA,NA,0.0297375103597056,NA,NA,0.695702239689743,NA,0.486526679608611,0.53557494205381,0.0660380407883399,NA,NA,NA,0.25090319595127,NA,NA,0.491283482067247,NA,NA,NA,0.265268441426792,0.625856417395361,NA,0.970598244850931,NA,NA,NA,NA,0.598705821461128,NA,NA,NA,NA,NA,0.499768206066589,NA,NA,NA,NA,NA,NA,0.897470172036509,NA,NA,0.253398019216084,0.549244695656816,NA,NA,0.50467458574683,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.597197213769159,NA,NA,0.268081639425404,0.267978008844727,NA,NA,NA,NA,NA,0.415352661103265,0.163015488455926,NA,0.0961179556755977,0.172656283237668,0.199734754243976,0.221817292273059,NA,NA,NA,NA,NA,0.337150289915895,NA,0.33228360408537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Haemophilus_haemolyticus",0.853669314197349,0.632573023598124,0.386002948038302,NA,NA,0.295391252744083,0.525874011836745,0.477379464660526,0.0631535171294116,0.579434450505365,NA,0.309431278207447,0.29646554554633,NA,0.718792751068689,NA,NA,NA,0.451740353618889,NA,NA,0.750588077872551,0.00622968267228163,NA,0.895010952275349,NA,NA,NA,NA,NA,0.256612335617327,NA,0.527810844610526,NA,NA,NA,NA,NA,NA,NA,0.209029077839029,NA,NA,NA,NA,0.210059351879516,NA,NA,NA,NA,NA,0.047428407237921,NA,0.312826863376762,0.0216328877554932,NA,NA,0.956200166570861,NA,0.820872397299531,NA,0.356373417509418,NA,NA,NA,NA,NA,NA,NA,0.28194489027639,NA,NA,0.47887186569344,NA,NA,NA,0.131216824517405,NA,0.418633675943182,NA,NA,NA,NA,NA,NA,NA,0.370882005605901,NA,NA,NA,NA,0.429125544492905,NA,NA,NA,NA,0.253178504701977,NA,NA,0.757199557189144,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.378161637144371,NA,NA,NA,NA,NA,NA,NA,0.892334335634508,0.140179808502957,NA,NA,NA,NA,NA,NA,NA,0.395350044578095,0.645613870648116,NA,NA,0.570789399496201,0.523604365638005,NA,NA,0.902023793774025,NA
"s__Streptococcus_sp._oral_taxon_431",NA,NA,0.0860496842616118,NA,0.000678415762714964,NA,NA,NA,0.0725874598398414,NA,NA,NA,NA,NA,NA,0.221537471405688,0.261767185449291,0.313351028380144,NA,0.926694949354088,NA,NA,NA,0.61443455388053,0.13086123119849,0.434016236332119,NA,NA,0.575968047027441,NA,NA,NA,NA,0.492991011531145,NA,0.446633756509617,NA,0.103968464894534,NA,NA,NA,0.000476170826357456,NA,NA,0.373757522379019,NA,0.551822654452337,0.24685799962022,0.0210284696000693,0.300227976921237,0.670689853449273,NA,0.448671343819578,NA,NA,0.709737275431416,NA,NA,NA,0.214938089317581,0.598633971896496,0.629639907911386,0.430485914503727,NA,0.714942480183173,NA,NA,0.212582836102398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25925979830433,NA,0.743156133140907,NA,0.0482149400888066,0.649948531815578,NA,NA,0.559469794177734,0.47338721172375,0.717010990721808,0.370975225896772,NA,0.0781311930910414,NA,NA,0.841936939785608,0.251932997061316,NA,NA,NA,0.109902969182382,NA,0.256115299823346,0.975553859380171,NA,0.414939148626985,NA,0.21054343723391,NA,NA,NA,0.759983836067223,0.237636283350022,NA,NA,0.0249723729877949,0.710433247669159,NA,NA,0.115994125854195,NA,NA,NA,0.924836621692813,0.329193532966204,NA,NA,NA,NA,NA,NA
"s__Streptococcus_rubneri",NA,NA,NA,NA,NA,NA,0.694828663344568,NA,0.520185359067913,NA,NA,NA,NA,NA,NA,NA,NA,0.559262988859592,NA,0.513641216372305,NA,NA,NA,0.420308455482262,0.288418825060593,0.763554115011748,NA,0.575968047027441,NA,NA,NA,NA,0.725349936229885,0.669645409057167,NA,NA,NA,0.728084464564566,NA,NA,NA,NA,NA,NA,0.885710644303675,NA,0.56168912204421,0.876857400953725,NA,NA,NA,NA,0.640186967931053,NA,NA,0.767749479906424,NA,NA,NA,0.816628024334915,0.251485330877264,NA,0.0719239935391738,NA,NA,NA,NA,0.280676905773861,0.198227428861512,NA,NA,NA,NA,0.751590001120686,NA,NA,NA,0.195788023029201,NA,NA,0.69052233121054,0.329020995895062,NA,0.931207754890684,NA,NA,NA,0.888385502202166,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.654013271969227,NA,NA,0.593892062770164,0.645504600333065,0.558558705856378,NA,NA,NA,NA,0.935319821857872,0.950518516258513,NA,0.200798690295442,0.765698588347863,0.618661133146783,NA,NA,NA,NA,0.761293860291071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551312529326848,NA,NA,NA,NA,NA,NA,NA
"s__Streptococcus_vestibularis",0.158076487944597,0.11576263763961,0.819011245451967,NA,NA,0.0971269914319434,0.0367309686633248,0.0426920264279394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124075480559013,0.0763699061264437,0.359145004526238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.382114524497119,NA,NA,NA,0.140083371402481,NA,NA,NA,0.600195254781824,0.278989781442182,NA,NA,NA,NA,NA,NA,NA,0.020715197589718,NA,0.193796882373656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0386806386230389,0.219596440262738,NA,0.714218445667483,NA,NA,NA,NA,0.255872711543303,0.582834618421117,0.893203301581334,0.60090804015036,NA,NA,NA,NA,0.791701795082752,NA,0.827993769074671,NA,NA,NA,NA,NA,NA,0.0489909030605395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.683755870238489,NA,NA,NA,NA,NA,NA,NA,NA,0.1456902085236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105154282259798,NA,NA
"s__Streptococcus_sp._M334",0.489246310462025,NA,0.0335749752960154,NA,NA,NA,NA,NA,NA,0.687909098671494,NA,NA,0.0976242959595929,NA,NA,0.297791256061432,NA,NA,0.196695036157458,NA,NA,0.440073452517758,NA,NA,NA,NA,0.256612335617327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.712535109522288,NA,NA,NA,0.393771004550855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.296216744502895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Prevotella_pallens",0.860859919607975,NA,NA,0.21778071568749,NA,NA,NA,NA,NA,NA,0.48744280584896,0.0738529022314277,NA,0.0351707942193458,0.240686477351763,0.979088916108312,NA,0.653293244677815,NA,0.192584854947511,0.198782467285239,0.987139109266284,NA,0.438600722131884,0.147387066571289,NA,NA,NA,NA,NA,NA,NA,0.903305002853785,0.26782532116141,0.0870862329651718,0.68724261390887,0.520043748994016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666711544127711,NA,NA,0.624934236189305,NA,NA,0.301222307425037,0.152470603055486,0.302045402418072,NA,0.275700405730644,NA,NA,0.847799386173285,0.424239584830519,NA,NA,NA,0.0678378435737051,NA,0.0531425128819818,0.0916463444547178,0.923011612425815,0.0578331207462125,NA,NA,NA,NA,NA,NA,NA,0.152898771900313,NA,0.625631940597751,NA,NA,NA,NA,0.0397287684265044,NA,NA,NA,NA,NA,0.583809992021574,0.158996242066491,0.161080524707697,NA,0.192655809450625,NA,NA,NA,0.265812028410687,NA,NA,0.489441312435916,0.390369766813176,NA,0.730705794376833,NA,NA,0.0432335411604655,NA,NA,NA,NA,NA,0.727802948166701,NA,NA,NA,0.768666626294996,NA,NA,NA,NA,NA,0.220212220196061,0.0577573035039463,NA,NA,NA,NA,NA,NA,0.317515470562774,NA
"s__Lancefieldella_parvula",NA,NA,0.972555455024623,NA,NA,0.770019226123777,0.365822511968466,0.448359979681453,NA,0.361599268407361,0.40666923893584,0.254113889571627,0.492207963869153,NA,0.910427946460798,NA,NA,0.867518559023695,0.42908960743853,0.365735287248788,NA,NA,0.260796481111312,0.133700556711726,0.220505518140274,0.405490757201118,0.527810844610526,NA,0.725349936229885,NA,NA,0.903305002853785,NA,0.90309922127971,NA,NA,0.951298558331206,0.526854936901099,NA,NA,NA,NA,NA,NA,0.310392472929673,NA,NA,0.383327675239776,NA,NA,NA,0.996045557180222,0.805570110858642,0.720411405797848,NA,0.280094102715901,NA,0.820179901462834,NA,0.458399166728931,NA,NA,NA,NA,NA,NA,NA,0.00477310938141451,NA,0.0806479938024435,0.361941333222622,0.647126055209387,0.0376897707568285,0.0461307015873778,0.23751520649395,0.0107684026891263,0.853730743908361,NA,0.0614366444784567,NA,0.70547924411116,0.0159377497685619,NA,NA,NA,NA,NA,0.765838557191121,NA,NA,NA,0.994446854876295,NA,0.0229262383607309,NA,NA,NA,0.0729732371979372,NA,0.0536170038747935,NA,0.00451151390507471,NA,NA,NA,NA,NA,0.779341723515328,NA,NA,0.0109739746260074,NA,NA,NA,NA,NA,NA,0.783680204778647,NA,NA,NA,NA,NA,NA,NA,0.0768688006963181,0.634507077649638,0.457496082822426,0.0727902171087176,0.27157441575183,0.603212080298845,0.441810755910887,0.13706049727815,NA,0.00364882654121263,0.0144187734958024
"s__Prevotella_jejuni",0.480547991291162,NA,NA,0.963860030339502,NA,0.0528107031286772,0.305747127586151,NA,NA,0.0876483969020055,0.901998798404999,0.80103186090381,NA,NA,0.634536456163599,NA,NA,0.483990440927725,NA,0.804422546457744,NA,0.992309977640047,NA,0.210978740659894,0.330398193292871,0.831090992998085,NA,0.492991011531145,0.669645409057167,NA,NA,0.26782532116141,0.90309922127971,NA,NA,0.544346585016798,0.534691330767616,0.85756222662057,NA,NA,NA,0.0680134077465645,NA,NA,0.904290105796416,NA,0.896299612732605,0.840730040601573,0.0198869575479524,0.279094348471099,NA,NA,0.918229556996984,NA,NA,0.810682858688803,NA,0.903850980727176,NA,0.914486094913386,NA,NA,0.863432832536589,NA,NA,NA,NA,0.0334821622382694,NA,0.145775479347582,0.505538792715856,NA,0.0738867211455457,NA,NA,NA,NA,NA,NA,NA,0.960761326891312,NA,0.853897785383763,NA,NA,NA,NA,0.690307068878492,NA,NA,NA,0.574826689531946,NA,0.410496914543598,0.256570580556432,0.255086460112252,NA,0.418030831617214,NA,NA,0.289635933591829,0.182357783504584,NA,NA,0.34894502040448,0.645511247687302,NA,0.625154026950508,0.43256181429923,NA,0.247046923311457,NA,0.46550365189878,NA,NA,NA,NA,0.441899116794526,NA,NA,0.782442268959141,NA,NA,NA,NA,NA,0.0674104416166325,0.231686924946214,0.545109009306968,NA,NA,NA,NA,NA,NA,NA
"s__Streptococcus_gordonii",0.607992188572671,0.280259049713258,0.925673592346789,0.355106023678882,NA,0.0222910277694139,NA,NA,NA,NA,0.0469005910618319,NA,NA,0.998560108679732,NA,NA,NA,NA,NA,NA,0.167664294463226,0.54117489412109,NA,NA,NA,NA,NA,NA,NA,0.382114524497119,NA,0.0870862329651718,NA,NA,NA,0.921257280853568,NA,NA,0.899064843701927,0.834275068372545,NA,NA,0.142222282006763,0.342463136427934,NA,NA,NA,NA,NA,0.336503928003121,NA,0.71440245414401,NA,0.317503303743746,NA,NA,NA,NA,NA,NA,NA,NA,0.136301492111813,NA,NA,0.152028496551789,0.531209747594885,NA,0.0725900867846142,0.117925301982362,NA,NA,0.171017036483912,NA,NA,NA,0.332540333845334,0.0533297380217884,NA,NA,NA,NA,NA,0.0403308910674358,NA,NA,NA,NA,NA,NA,0.218517643614621,NA,NA,NA,NA,0.612917137255954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213495472964241,NA,NA,NA,0.983653644025145,0.857449386524865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.383978322491736,NA,NA,NA
"s__Granulicatella_adiacens",NA,NA,NA,0.826470532436021,NA,NA,NA,NA,0.988642805388038,NA,NA,NA,NA,NA,NA,NA,0.603562456997115,NA,0.012172890974512,NA,NA,NA,NA,NA,NA,NA,NA,0.446633756509617,NA,NA,NA,0.68724261390887,NA,0.544346585016798,0.921257280853568,NA,NA,NA,NA,NA,NA,0.106864704529264,NA,NA,NA,NA,NA,NA,NA,0.0337556476756287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.397872847400021,0.715785293704027,0.381522324642662,NA,NA,NA,NA,NA,NA,NA,0.316055120959574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.864133431446465,NA,0.697952619288945,NA,NA,0.533963854095766,NA,NA,0.45983929440706,NA,0.961821505177521,0.139890871220625,NA,NA,NA,NA,NA,NA,NA,NA,0.269316289896457,0.678774521227768,NA,NA,0.680653432302495,NA,NA,NA,0.260136499362921,NA,NA,NA,0.0130380167383179,NA,NA,NA,0.324132650345898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0563321566128698,NA,NA,NA
