"","s__Streptococcus_mitis","s__Streptococcus_salivarius","s__Streptococcus_parasanguinis","s__Streptococcus_oralis","s__Rothia_mucilaginosa","s__Neisseria_mucosa","s__Haemophilus_parainfluenzae","s__Neisseria_sicca","s__Streptococcus_infantis","s__Schaalia_odontolytica","s__Prevotella_melaninogenica","s__Actinomyces_sp._ICM47","s__Gemella_haemolysans","s__Streptococcus_sanguinis","s__Actinomyces_graevenitzii","s__Streptococcus_pseudopneumoniae","s__Streptococcus_sp._263_SSPC","s__Veillonella_atypica","s__Haemophilus_parahaemolyticus","s__Prevotella_histicola","s__Streptococcus_cristatus","s__Streptococcus_pneumoniae","s__Neisseria_subflava","s__Streptococcus_australis","s__Veillonella_dispar","s__Gemella_sanguinis","s__Haemophilus_haemolyticus","s__Streptococcus_sp._oral_taxon_431","s__Streptococcus_rubneri","s__Streptococcus_vestibularis","s__Streptococcus_sp._M334","s__Prevotella_pallens","s__Lancefieldella_parvula","s__Prevotella_jejuni","s__Streptococcus_gordonii","s__Granulicatella_adiacens","s__Actinomyces_bouchesdurhonensis","s__Veillonella_parvula","s__Veillonella_rogosae","s__Actinomyces_oris","s__Haemophilus_sputorum","s__Rothia_sp._HMSC065C12","s__Streptococcus_sp._HSISS2","s__Rothia_dentocariosa","s__Streptococcus_timonensis","s__Lautropia_mirabilis","s__Streptococcus_sp._HMSC067H01","s__Streptococcus_sp._Marseille_Q3533","s__Rothia_sp._HMSC072B04","s__Veillonella_tobetsuensis","s__Alloprevotella_tannerae","s__Neisseria_sp._HMSC071A01","s__Megasphaera_micronuciformis","s__Neisseria_meningitidis","s__Alloprevotella_sp._oral_taxon_473","s__Prevotella_salivae","s__Streptococcus_sp._UMB0029","s__Solobacterium_moorei","s__Peptostreptococcus_stomatis","s__Veillonella_nakazawae","s__Streptococcus_sp._F0442","s__Streptococcus_sp._HPH0090","s__Prevotella_intermedia","s__Rothia_aeria","s__Streptococcus_sp._HMSC034E03","s__Streptococcus_anginosus","s__Veillonella_sp._oral_taxon_158","s__Streptococcus_sp._XMC","s__Rothia_sp._HMSC062F03","s__Actinomyces_sp._ICM58","s__Leptotrichia_wadei","s__Mogibacterium_diversum","s__Actinomyces_sp._oral_taxon_172","s__Porphyromonas_somerae","s__Porphyromonas_sp._oral_taxon_279","s__Porphyromonas_bobii","s__Neisseria_flavescens","s__Rothia_sp._HMSC072E10","s__Candidatus_Nanosynbacter_sp._HMT_352","s__Parvimonas_micra","s__Prevotella_vespertina","s__Porphyromonas_sp._KLE_1280","s__Prevotella_nanceiensis","s__Fusobacterium_pseudoperiodonticum","s__Streptococcus_sp._HMSC074B11","s__Abiotrophia_sp._HMSC24B09","s__Streptococcus_sp._SK140","s__Prevotella_sp._oral_taxon_306","s__Neisseria_sp._oral_taxon_014","s__Streptococcus_sp._HMSC061D10","s__Veillonella_sp._S13053_19","s__Haemophilus_influenzae","s__Streptococcus_sp._HMSC056C01","s__Lachnoanaerobaculum_saburreum","s__Leptotrichia_sp._oral_taxon_218","s__Alloprevotella_rava","s__Haemophilus_paraphrohaemolyticus","s__Streptococcus_sp._1001283B150225_161107_H12","s__Actinomyces_naeslundii","s__Schaalia_sp._ORNL0103","s__Streptococcus_sp._Marseille_Q6470","s__Streptococcus_sp._343_SSPC","s__Porphyromonas_pasteri","s__Porphyromonas_endodontalis","s__Campylobacter_concisus","s__Leptotrichia_sp._oral_taxon_417","s__Oribacterium_sinus","s__Streptococcus_sp._Marseille_Q0941","s__Streptococcus_sp._HMSC062D07","s__Aggregatibacter_segnis","s__Streptococcus_sp._A12","s__Fusobacterium_periodonticum","s__Streptococcus_sp._Marseille_Q4154","s__Gemella_morbillorum","s__Fusobacterium_nucleatum","s__Streptococcus_intermedius","s__Granulicatella_sp._HMSC30F09","s__Veillonella_sp._CLA_AA_H247","s__Haemophilus_sp._Marseille_Q0026","s__Leptotrichia_sp._oral_taxon_215","s__Leptotrichia_sp._oral_taxon_221","s__Streptococcus_sp._oral_taxon_061","s__Aggregatibacter_sp._2125159857","s__Abiotrophia_defectiva","s__Aggregatibacter_sp._oral_taxon_458","s__Candidatus_Nanosynbacter_sp._TM7_057","s__Lachnoanaerobaculum_orale","s__Actinomyces_sp._S6_Spd3","s__Candidatus_Nanosynbacter_sp._TM7_008","s__Candidatus_Nanosynbacter_sp._TM7_076","s__Actinomyces_sp._oral_taxon_181","s__Actinomyces_sp._ph3","s__Candidatus_Nanosynbacter_sp._TM7_087","s__Lachnoanaerobaculum_sp._ICM7","s__Candidatus_Nanosynbacter_sp._TM7_075","s__Candidatus_Nanosynbacter_sp._TM7_053"
"s__Parvimonas_micra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017537722717156,NA,NA,NA,NA,NA,NA,NA,0.948721191980748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.460269931338531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.793213976602464,0.332614310584111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Prevotella_vespertina",0.467735440029895,NA,NA,NA,NA,0.174015526491654,0.111995326624584,0.355589764317421,NA,NA,0.133147879043178,0.174574396685125,NA,NA,0.361490205008231,NA,NA,0.862839469133026,NA,0.178116201358207,NA,0.518164261202868,NA,0.363176210256694,0.0797645446649383,0.897470172036509,NA,NA,0.69052233121054,NA,NA,0.152898771900313,0.70547924411116,0.960761326891312,NA,NA,0.81752072868079,0.514430496342423,NA,NA,NA,NA,NA,NA,0.778147834617273,NA,0.954898927774334,0.256264442171683,NA,0.577438922491833,NA,NA,0.372441788577146,NA,NA,0.18595459790938,NA,0.817846565984706,NA,0.387162642696287,0.528264694610982,NA,0.210187061725517,NA,NA,NA,NA,0.0350586547730361,NA,NA,0.323607983927193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.939833841204687,NA,NA,NA,NA,0.83353521903093,NA,NA,NA,0.851325081107475,NA,0.90704710489654,0.832024469471433,0.468876684876484,NA,0.0447744230703908,NA,NA,0.0404297618619097,0.28179466539178,NA,NA,0.987709553966921,NA,NA,0.479672894220213,0.164349677477902,NA,0.0345414741671966,NA,0.129868866120181,NA,NA,NA,NA,0.27186968194071,0.0253194176252209,NA,0.670997857415863,NA,NA,NA,NA,NA,0.281023469566073,0.227285261444903,0.278477553784897,NA,NA,NA,NA,NA,NA,NA
"s__Porphyromonas_sp._KLE_1280",NA,NA,NA,NA,NA,0.323518276949983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156688038741005,NA,0.0430219735708159,NA,NA,NA,NA,0.275687341974939,NA,NA,NA,0.329020995895062,0.791701795082752,NA,NA,0.0159377497685619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.358944555145294,NA,NA,0.409360536904059,NA,NA,NA,NA,NA,0.272881147032261,NA,NA,NA,NA,NA,0.456354762348816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625290644114207,0.478390149937361,0.592607318953346,NA,NA,NA,NA,NA,NA,NA,0.955467433915709,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0446228659186819,NA,NA,NA,NA,NA,NA,NA,NA,0.286871399758174,NA,NA,NA,NA,NA,NA,NA,0.11849598895912,0.453641752264191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Prevotella_nanceiensis",0.36688059770396,NA,NA,0.810933608535507,NA,NA,NA,NA,NA,NA,0.82995805270006,NA,NA,0.302978784881661,NA,0.732242585342436,NA,0.732009932084127,NA,0.649959182345763,0.300087528078837,0.74461500983885,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625631940597751,NA,0.853897785383763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52023714978941,NA,NA,0.686114911824705,0.105711078483003,NA,0.221320634635824,NA,0.0707106064105341,0.801067721904653,NA,NA,NA,NA,NA,NA,0.862318068583921,NA,0.764628857114525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.939833841204687,NA,NA,NA,NA,NA,NA,0.503370839994642,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0282941104949862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Fusobacterium_pseudoperiodonticum",NA,0.884893918416075,0.1241893964776,0.486413684858433,NA,0.848107339266574,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.064056762546039,NA,NA,NA,NA,0.212835004815315,NA,NA,NA,NA,0.253398019216084,NA,NA,0.931207754890684,0.827993769074671,NA,NA,NA,NA,0.0403308910674358,NA,NA,NA,0.510055168749644,0.567735574001642,NA,NA,0.88348972283784,0.973683572840552,NA,NA,NA,0.86697675286699,NA,0.353231212692363,NA,NA,NA,0.939548788595854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816742003970039,NA,0.822508417192549,NA,0.0863852507766064,NA,NA,0.700978405628441,0.462760701177874,0.967369315972188,NA,0.434400880772523,NA,NA,NA,0.955467433915709,NA,NA,NA,NA,NA,NA,NA,NA,0.793733353019949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0639607560445623,NA,NA,NA,NA,NA,1.63964592759055e-06,NA,NA,0.249034034222774,NA,NA,NA,NA,0.60466171172608,0.0416949583917743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Streptococcus_sp._HMSC074B11",NA,NA,0.750900516375315,NA,0.000279132066378123,NA,NA,0.0286253373365975,0.69740637412074,NA,NA,NA,NA,NA,NA,0.461248046194335,0.622038913127328,NA,NA,NA,NA,NA,NA,0.890682795478833,NA,0.549244695656816,NA,0.25925979830433,NA,NA,NA,NA,NA,NA,NA,0.864133431446465,NA,0.0515933038832962,NA,NA,NA,0.0022565193889887,NA,NA,NA,0.501739736085888,0.477280344602607,0.465450385336574,0.0210489575759428,0.91756394836812,0.229890415045477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.853470823194093,0.315125358149921,NA,0.812459714895905,NA,NA,NA,0.00142461833755425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.426394969022982,NA,0.189328885484707,0.922233350441162,NA,NA,0.428671414705164,NA,NA,NA,NA,NA,NA,NA,0.531999192803782,NA,NA,NA,NA,0.106482633356763,NA,0.895962132088319,0.17329584399575,0.0973022252445375,NA,NA,0.258057916770534,NA,NA,NA,NA,NA,NA,NA,0.0214744602407415,0.919744764344737,0.0116492079304437,NA,0.0257624039459138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Abiotrophia_sp._HMSC24B09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36339153249641,NA,NA,NA,NA,NA,NA,NA,0.0201298469169085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100346283110066,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0758845809664629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Streptococcus_sp._SK140",NA,NA,0.316594247530324,NA,0.000259643577325355,NA,NA,0.0568746391264003,0.779051277278672,NA,NA,NA,NA,NA,NA,0.102589154734135,0.834606420997419,NA,NA,NA,0.0933184213161974,NA,0.150947094596614,NA,NA,NA,0.370882005605901,0.743156133140907,NA,NA,NA,NA,NA,NA,NA,0.697952619288945,NA,NA,NA,NA,NA,0.0709470006772763,NA,0.000720801983376755,NA,0.866011939944066,0.789959183566037,NA,0.0522870127221087,0.605006093191981,NA,0.0558602212071991,NA,0.464961946622773,NA,NA,NA,NA,NA,NA,NA,0.414564088704429,NA,NA,0.955392358153183,NA,NA,NA,0.00215993587381038,NA,NA,NA,NA,NA,NA,NA,0.48072982166815,0.000288312195420936,NA,NA,NA,NA,NA,NA,0.426394969022982,NA,NA,NA,0.176968115012287,0.377529090495363,NA,NA,0.248091676901205,NA,NA,0.733142657118491,NA,NA,NA,NA,0.580894557106218,NA,NA,NA,NA,NA,NA,0.583735129477954,0.875383096193693,0.0903622386269077,NA,NA,0.877683680684178,NA,NA,NA,NA,NA,NA,NA,0.127146818193654,0.313012788879276,NA,NA,0.0149493726839014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Prevotella_sp._oral_taxon_306",0.815473354991348,NA,NA,NA,NA,0.206662026991488,0.790755177223378,NA,NA,NA,0.0886754585990779,0.174754514714127,NA,NA,NA,NA,NA,0.480796179289491,NA,0.862587752756234,NA,0.822421199696244,NA,0.549811880763432,0.462833628082572,0.50467458574683,NA,NA,0.888385502202166,NA,NA,0.0397287684265044,0.765838557191121,0.690307068878492,NA,NA,0.843586353319523,0.100713806412947,NA,NA,NA,NA,NA,NA,0.503858816248763,NA,0.559570828755716,0.301699941824615,NA,0.18926384721504,NA,NA,0.213914798590021,NA,NA,0.176645007300266,NA,0.496104499699803,NA,0.702353304423432,0.334395598939009,NA,0.193718788295784,NA,NA,NA,NA,0.23124068111655,NA,NA,0.312269982600032,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83353521903093,NA,0.503370839994642,NA,NA,NA,NA,NA,NA,NA,NA,0.297196589299211,NA,0.460612844362766,0.335282581246039,0.417668380267072,NA,0.394697003630083,NA,NA,0.178088004494617,0.719229235814843,NA,NA,0.693028796996167,NA,NA,0.431999057836853,0.238318906134745,NA,0.203598076269771,NA,0.229209486728733,NA,NA,NA,NA,0.510442908099596,NA,NA,0.643747789173536,NA,NA,NA,NA,NA,0.0708438141939804,0.0607082508178341,0.189066092961899,NA,NA,NA,NA,NA,NA,NA
"s__Neisseria_sp._oral_taxon_014",NA,NA,NA,NA,0.0439718227272575,0.60637497136408,NA,0.64321425153331,0.180341485286813,0.434448376855057,NA,NA,NA,NA,NA,NA,0.119837092022595,NA,0.0688147834520842,NA,NA,NA,0.225408298356572,NA,NA,NA,NA,0.0482149400888066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.612265540398264,NA,NA,NA,NA,NA,0.032991427127178,NA,0.367082631036877,NA,NA,NA,0.0443318552686518,NA,NA,NA,0.0480413915037229,NA,NA,0.0346546483850949,NA,NA,NA,NA,NA,NA,0.0394460588190275,NA,NA,NA,NA,0.256610046118238,NA,NA,NA,NA,NA,NA,NA,0.189328885484707,NA,0.176968115012287,NA,NA,0.214700702250901,NA,NA,NA,NA,NA,NA,0.347010426816193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0416980310428099,NA,NA,NA,NA,NA,0.187142418349231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Streptococcus_sp._HMSC061D10",NA,NA,0.278250928353912,NA,0.0105040801115893,NA,NA,0.0827846646845341,0.89121216525437,NA,NA,NA,NA,NA,NA,0.171731134426186,0.946852311455444,NA,NA,NA,NA,NA,NA,0.722074917783202,NA,NA,NA,0.649948531815578,NA,NA,NA,NA,NA,NA,NA,0.533963854095766,NA,0.00252953124144949,NA,NA,NA,0.0416096178868639,NA,0.00279155556726958,NA,0.903857357793391,0.729110002228312,0.179464277436593,0.197379075299762,NA,0.393271841502061,NA,0.548434819516358,NA,NA,NA,NA,NA,NA,NA,NA,0.616245963169819,NA,NA,0.314215875390429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.922233350441162,NA,0.377529090495363,NA,0.214700702250901,NA,NA,NA,0.588941868793322,NA,NA,NA,0.177435219200834,0.07673865578891,NA,NA,0.389174963355389,0.378042667441832,NA,NA,NA,NA,NA,0.451327110134489,0.742434543095515,NA,0.537982692844449,NA,0.49580504958808,NA,NA,NA,NA,NA,NA,NA,NA,0.275385388676971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Veillonella_sp._S13053_19",0.178477016891545,NA,NA,0.26600808328259,NA,NA,0.026847801666627,NA,NA,NA,0.614943609491585,0.00390495468093987,NA,NA,NA,0.417699601575196,NA,0.751191941166609,NA,NA,0.480319803486215,0.233789429297311,NA,NA,0.518475363581388,NA,NA,NA,NA,0.0489909030605395,NA,NA,NA,NA,0.218517643614621,NA,NA,0.468142183715708,0.0837195815774686,0.615492598438321,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.430560127203215,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72730131731626,NA,NA,NA,NA,NA,0.247346652510499,0.142368569637062,NA,NA,0.121141062898454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.793733353019949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.950936205416106,NA,NA,NA,NA,NA,0.520573249109047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Haemophilus_influenzae",NA,0.977726890448637,0.850253114106951,NA,NA,0.0866653302059814,0.0717694682173408,0.994539577401314,NA,0.251180193403216,NA,NA,NA,NA,0.6018880863882,NA,0.0995721272899458,0.795004874927951,0.703843070799901,NA,NA,NA,0.167475775845696,NA,0.833095689414113,NA,0.429125544492905,NA,NA,NA,NA,NA,0.994446854876295,0.574826689531946,NA,NA,NA,NA,NA,NA,0.684724352091167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.339328484330422,0.559563858140776,0.885718131170386,NA,NA,NA,0.82847258391108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0190442492691248,NA,NA,NA,NA,NA,0.102129751689473,NA,NA,NA,0.851325081107475,NA,NA,NA,NA,NA,NA,0.297196589299211,NA,NA,NA,NA,NA,0.311688992190847,0.279047244613095,NA,0.707520118829127,NA,NA,0.308806029697714,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.340396623354629,NA,NA,NA,NA,NA,NA,NA,NA,0.560585075786103,NA,NA,NA,NA,NA,NA,NA,0.426591179586548,0.531808047413443,NA,NA,0.896173576415031,0.427838083713746,NA,NA,NA,NA
"s__Streptococcus_sp._HMSC056C01",NA,NA,0.703077372216928,0.882241140817351,0.00416318898377376,NA,NA,0.138539953184904,0.488389154664299,NA,NA,NA,NA,NA,NA,0.0371139596515668,0.678725777258446,NA,NA,NA,NA,NA,0.0550058026781045,NA,NA,NA,NA,0.559469794177734,NA,NA,NA,NA,NA,NA,NA,0.45983929440706,NA,0.0393679332165579,NA,NA,NA,0.0170108430264105,NA,0.0374125384116512,NA,NA,0.562846613638891,NA,0.0433811244586553,0.592898670746838,NA,0.0208861616604776,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816857598268918,NA,NA,0.524316745429736,0.100921540153995,NA,NA,0.0142424927722148,NA,NA,NA,NA,NA,NA,NA,0.191444785054619,0.00970662136506628,NA,NA,NA,NA,NA,NA,0.428671414705164,NA,0.248091676901205,NA,NA,0.588941868793322,NA,NA,NA,NA,NA,0.39646778071695,NA,NA,NA,NA,0.437513488122226,NA,NA,NA,0.143798735083195,0.476428564057354,NA,0.442111925025428,0.473247470450892,0.152418479334947,NA,NA,0.542874057707437,NA,NA,NA,NA,NA,NA,NA,0.0954372188479427,0.396857149141684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Lachnoanaerobaculum_saburreum",0.423060837177984,NA,NA,0.117030483898514,NA,NA,0.683664505194968,NA,NA,0.000732630890627145,0.33283022789022,0.282441192266077,NA,NA,0.0329457877945686,NA,NA,0.0957157179339465,NA,0.197905478454104,NA,0.0762096434282,NA,0.445378764407085,0.0305433875591514,NA,NA,0.47338721172375,NA,NA,NA,0.583809992021574,0.0229262383607309,0.410496914543598,NA,NA,0.148886488571478,0.143202144635844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253296278973635,NA,NA,0.440641228203085,NA,NA,0.456517830955491,NA,0.711847437421115,NA,0.188343273676666,NA,NA,0.673825754783504,NA,NA,NA,NA,0.361963402106809,NA,0.00548108115255609,0.608779121960958,0.609031793997192,0.00653476696002463,NA,NA,NA,NA,NA,NA,NA,0.90704710489654,0.0446228659186819,NA,NA,NA,NA,NA,0.460612844362766,NA,NA,NA,0.311688992190847,NA,NA,0.848020613347553,NA,NA,0.290308281985355,NA,NA,NA,0.0748161742133852,NA,NA,0.462648052849977,0.692419903024101,0.398235529179801,0.434762248939086,NA,NA,0.0679803653062153,NA,0.437185637680922,NA,NA,NA,NA,0.0495739437355475,NA,NA,0.660594821450117,NA,NA,NA,NA,NA,0.509870316317849,NA,NA,NA,NA,NA,NA,0.441697206801922,NA,NA
"s__Leptotrichia_sp._oral_taxon_218",NA,NA,NA,0.755068791024742,NA,NA,NA,NA,0.167218066654203,NA,NA,NA,NA,NA,NA,NA,0.992442467008319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.717010990721808,NA,NA,NA,0.158996242066491,NA,0.256570580556432,NA,0.961821505177521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0803819772117623,0.0891692406858631,0.940026407949046,NA,NA,0.48704217018596,NA,NA,0.87840100426011,NA,NA,NA,NA,NA,0.655082219058836,0.464980726611713,NA,NA,NA,NA,NA,NA,NA,0.768684822835369,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.832024469471433,NA,NA,NA,NA,NA,NA,0.335282581246039,NA,NA,NA,0.279047244613095,NA,0.848020613347553,NA,NA,NA,NA,NA,NA,0.137322404923919,NA,NA,NA,0.41315226395245,0.685508058574618,NA,0.0231224883209291,0.163791186317246,NA,NA,NA,0.482553577900517,NA,NA,NA,0.821475094108691,NA,NA,NA,0.466109117805046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Alloprevotella_rava",NA,NA,NA,NA,NA,NA,NA,NA,0.508021169803673,NA,0.305104599550165,NA,NA,NA,NA,NA,0.466613779948418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.370975225896772,NA,NA,NA,0.161080524707697,NA,0.255086460112252,0.612917137255954,0.139890871220625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469949000574186,NA,NA,NA,0.771883720426947,NA,0.943573893150341,NA,NA,0.216783126312948,NA,NA,NA,NA,0.771073462649081,NA,0.569009603973361,NA,NA,NA,NA,NA,NA,NA,0.0491624610925754,0.106721435654058,NA,NA,NA,NA,NA,NA,NA,NA,0.468876684876484,NA,NA,NA,NA,NA,0.733142657118491,0.417668380267072,NA,NA,NA,NA,0.39646778071695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.511571990290329,0.164425178482669,NA,NA,0.39005694302045,NA,NA,NA,0.739388722573918,NA,NA,NA,0.182533056459446,NA,NA,NA,0.413548732429427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Haemophilus_paraphrohaemolyticus",0.159486976631925,NA,0.626482392654667,NA,NA,NA,0.980160540131949,NA,0.760682126458351,0.114208339500938,NA,NA,NA,NA,NA,NA,0.917559428953593,NA,0.454508839174565,NA,NA,NA,0.0468569218110819,NA,NA,NA,0.253178504701977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0116360650579681,NA,NA,NA,NA,0.441206219993052,NA,NA,NA,NA,NA,0.0257025757128406,NA,0.140885677103437,NA,NA,NA,0.293579032593069,NA,NA,NA,0.85609421730087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0550901348990379,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.347010426816193,0.177435219200834,NA,0.707520118829127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014777546956886,NA,NA,NA,NA,NA,NA,NA,NA,0.128198986764436,NA,NA,NA,NA,NA,NA,NA,NA
"s__Streptococcus_sp._1001283B150225_161107_H12",NA,NA,NA,NA,NA,NA,0.0610743869189463,NA,0.0230281794299495,NA,NA,NA,NA,NA,0.323372043600999,NA,NA,0.590876297770557,NA,0.928033087642245,NA,NA,NA,0.119330044704861,0.655291699412639,0.597197213769159,NA,0.0781311930910414,0.654013271969227,NA,NA,0.192655809450625,0.0729732371979372,0.418030831617214,NA,NA,NA,0.20453823940237,NA,NA,NA,NA,NA,NA,0.359615321811163,NA,0.65648223252851,0.97760547776125,NA,0.644674493514174,NA,NA,0.392647350661699,NA,NA,0.104280476742885,NA,NA,NA,0.714805411087655,0.166540114629406,0.189609474599704,0.210946294229919,NA,NA,NA,NA,0.364328535006779,0.681106966213713,NA,NA,NA,NA,0.217801116638601,NA,NA,NA,NA,0.0191728662775583,NA,0.0447744230703908,NA,0.0282941104949862,NA,NA,NA,NA,0.394697003630083,NA,0.07673865578891,NA,NA,NA,0.290308281985355,NA,NA,NA,NA,NA,NA,0.941195574631384,0.000394986162189911,NA,NA,NA,NA,NA,0.580454812676142,0.959564257954629,NA,0.109530783870946,0.00941228957741771,0.420427430536044,NA,NA,NA,NA,0.448416977935187,NA,0.710367412708601,NA,NA,NA,NA,NA,NA,NA,NA,0.00070563575895915,0.0725566406516019,NA,0.908577136501833,0.0421000890118243,NA,0.0021705858390924,0.00504611666685
"s__Actinomyces_naeslundii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.368020932845966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.948541302626224,NA,0.305004939203427,NA,NA,NA,0.228490917817373,NA,NA,NA,0.25873602496147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0246637484927873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
