"t1","t2","r1","r2","n1","n2","p","BH_p","abs_diff_cor","num_sig_corr_t1","num_sig_corr_t2","Description","Ontology"
"s__Anaerostipes_hadrus","GO:0005507",-0.300214039542899,0.245530449549507,149,86,4.93389505127768e-05,0.0701594561540619,0.545744489092406,6,3,"copper ion binding","MF"
"s__Blautia_faecis","GO:0005507",-0.0538037366225286,0.496278126326714,149,86,1.49734939589721e-05,0.0566379455904697,0.550081862949242,17,3,"copper ion binding","MF"
"s__Eggerthella_lenta","GO:0005507",-0.00681298748412842,0.423614321430256,149,86,0.000900353253941011,0.0933158992068922,0.430427308914385,13,3,"copper ion binding","MF"
"s__Dorea_sp._OM07_5","GO:0006541",-0.0781917971885676,0.427684013127051,137,80,0.000196770874311492,0.0772956595505867,0.505875810315619,8,1,"glutamine metabolic process","BP"
"s__Ruminococcus_callidus","GO:0004595",0.383062284904514,-0.147186188027737,146,86,6.78301257537736e-05,0.0701594561540619,0.530248472932252,2,1,"pantetheine-phosphate adenylyltransferase activity","MF"
"s__Bifidobacterium_catenulatum","GO:0003995",-0.062009489421384,0.474576271186441,93,59,0.000750955993143737,0.0891344997407774,0.536585760607825,1,1,"acyl-CoA dehydrogenase activity","MF"
"s__Prevotella_sp._Marseille_P4119","GO:0004534",-0.166681291681292,-0.64114211550941,111,68,0.000180720891181758,0.0771573943293501,0.474460823828118,31,2,"5'-3' exoribonuclease activity","MF"
"s__Dorea_ammoniilytica","GO:0004534",0.0453177461806417,0.490331072187911,148,84,0.000430773009662281,0.0838182743046852,0.44501332600727,15,2,"5'-3' exoribonuclease activity","MF"
"s__Faecalibacillus_intestinalis","GO:0008763",0.287883315820424,-0.259448895837405,146,85,5.40941409028276e-05,0.0701594561540619,0.547332211657828,5,1,"UDP-N-acetylmuramate-L-alanine ligase activity","MF"
"s__Phascolarctobacterium_succinatutens","GO:0006081",-0.0879691098767105,-0.542823608316566,121,71,0.000693747215126738,0.0891344997407774,0.454854498439856,38,1,"cellular aldehyde metabolic process","BP"
"s__Subdoligranulum_sp._APC924_74","GO:0009103",0.365570062597867,-0.10500293140512,148,85,0.000426213848115106,0.0838182743046852,0.470572994002987,1,3,"lipopolysaccharide biosynthetic process","BP"
"s__Prevotella_sp._Marseille_P4119","GO:0009103",-0.123508248508249,0.449631637210368,111,68,0.000117882938033919,0.0701594561540619,0.573139885718616,31,3,"lipopolysaccharide biosynthetic process","BP"
"s__Prevotella_sp._P5_64","GO:0009103",-0.0272259386183437,0.541831852358168,78,56,0.000457437476519049,0.0838182743046852,0.569057790976512,40,3,"lipopolysaccharide biosynthetic process","BP"
"s__Prevotellamassilia_timonensis","GO:0042834",0.211588677191868,0.625439594086257,118,70,0.000797504210164484,0.0899977292387695,0.413850916894389,1,1,"peptidoglycan binding","MF"
"s__Clostridium_sp._OM08_29","GO:0030259",0.104561476259589,-0.439276580197296,105,69,0.000289707771864354,0.0803975280395065,0.543838056456886,1,1,"lipid glycosylation","BP"
"s__Blautia_obeum","GO:0004722",0.0162452385271177,0.467597528185292,149,86,0.000384841235004639,0.0838182743046852,0.451352289658174,26,4,"protein serine/threonine phosphatase activity","MF"
"s__Phascolarctobacterium_succinatutens","GO:0004722",0.0818385042677144,-0.491247484909457,121,71,5.22955023615179e-05,0.0701594561540619,0.573085989177171,38,4,"protein serine/threonine phosphatase activity","MF"
"s__Phascolarctobacterium_sp._Marseille_Q4147","GO:0004722",0.0283581489962347,-0.474279007377599,118,71,0.000411168102991234,0.0838182743046852,0.502637156373834,21,4,"protein serine/threonine phosphatase activity","MF"
"s__Eggerthella_lenta","GO:0004722",0.0692653727553056,0.490692957214963,149,86,0.000719100694192197,0.0891344997407774,0.421427584459657,13,4,"protein serine/threonine phosphatase activity","MF"
"s__Prevotella_sp._P5_64","GO:0004564",0.0163760290342569,-0.512235133287765,78,56,0.0012931613987611,0.0990763118135079,0.528611162322022,40,1,"beta-fructofuranosidase activity","MF"
"s__Prevotella_sp._Marseille_P4119","GO:0004017",-0.102939627939628,-0.607703172118945,111,68,0.000139717114654354,0.0713457356520512,0.504763544179317,31,1,"adenylate kinase activity","MF"
"s__Prevotella_stercorea","GO:0008705",0.451801881768152,0.756375203743625,130,77,0.00066932465027312,0.0891344997407774,0.304573321975473,9,1,"methionine synthase activity","MF"
"s__Adlercreutzia_equolifaciens","GO:0004644",-0.040415870161467,0.410160856644181,147,86,0.000587795129385346,0.0878267606722709,0.450576726805648,21,3,"phosphoribosylglycinamide formyltransferase activity","MF"
"s__Dorea_sp._AF36_15AT","GO:0004644",0.124414648863355,0.535911714083224,148,84,0.000693687902648495,0.0891344997407774,0.411497065219869,24,3,"phosphoribosylglycinamide formyltransferase activity","MF"
"s__Prevotella_sp._Marseille_P4119","GO:0004644",0.00366795366795367,-0.49562927052716,111,68,0.000536552217198558,0.0862746630349643,0.499297224195113,31,3,"phosphoribosylglycinamide formyltransferase activity","MF"
"s__Faecalibacterium_sp._HTFF","GO:0008239",0.273473607836024,-0.180496384600352,149,85,0.000833715065035277,0.091157289242115,0.453969992436376,5,1,"dipeptidyl-peptidase activity","MF"
"s__Olsenella_uli","GO:0008817",-0.534470653709491,-0.138949073605346,141,84,0.00113822169131439,0.0949568926561188,0.395521580104145,1,1,"cob(I)yrinic acid a,c-diamide adenosyltransferase activity","MF"
"s__Prevotella_sp._P5_64","GO:0003864",0.113266480355088,0.640191387559809,78,56,0.000364397266816832,0.0838182743046852,0.526924907204721,40,1,"3-methyl-2-oxobutanoate hydroxymethyltransferase activity","MF"
"s__Blautia_obeum","GO:0045493",0.0558570651188101,-0.370309920279258,149,86,0.00129226037020358,0.0990763118135079,0.426166985398069,26,3,"xylan catabolic process","BP"
"s__Oscillibacter_sp._ER4","GO:0045493",-0.0553534876397418,0.381140619840559,145,86,0.00100714216671078,0.0942794003147865,0.4364941074803,31,3,"xylan catabolic process","BP"
"s__Prevotella_hominis","GO:0045493",0.0884272388697167,0.559939545951508,112,72,0.000442018318465925,0.0838182743046852,0.471512307081791,9,3,"xylan catabolic process","BP"
"s__Blautia_obeum","GO:0004088",0.035566842009795,0.519354686541818,149,86,9.38699720191791e-05,0.0701594561540619,0.483787844532023,26,10,"carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity","MF"
"s__Blautia_massiliensis","GO:0004088",0.0743992862880686,0.551526015378084,148,86,7.9669137415349e-05,0.0701594561540619,0.477126729090015,1,10,"carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity","MF"
"s__Oscillibacter_sp._ER4","GO:0004088",-0.0263856085655802,-0.477994245011557,145,86,0.00037713134025746,0.0838182743046852,0.451608636445977,31,10,"carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity","MF"
"s__Simiaoa_sunii","GO:0004088",0.0406293079347941,-0.506527262067618,146,85,1.71340245082251e-05,0.0566379455904697,0.547156570002412,20,10,"carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity","MF"
"s__Oscillibacter_sp._MSJ_31","GO:0004088",-0.0398416308396739,-0.471506742231776,147,85,0.000690116978110505,0.0891344997407774,0.431665111392103,11,10,"carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity","MF"
"s__Dysosmobacter_sp._BX15","GO:0004088",-0.148448420464076,-0.535587258159078,146,85,0.00129229871693962,0.0990763118135079,0.387138837695002,3,10,"carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity","MF"
"s__Intestinimonas_sp._MSJ_38","GO:0004088",0.00742355439028629,-0.423350158026322,147,86,0.000920674476370133,0.0933158992068922,0.430773712416608,12,10,"carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity","MF"
"s__Suilimivivens_aceti","GO:0004088",-0.124618249258709,-0.549922166139912,148,86,0.000368897181063763,0.0838182743046852,0.425303916881203,13,10,"carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity","MF"
"s__Dorea_sp._OM07_5","GO:0004088",0.0605690070379151,0.553750586029067,137,80,9.04183178231047e-05,0.0701594561540619,0.493181578991152,8,10,"carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity","MF"
"s__Dorea_sp._NSJ_36","GO:0004088",0.0744124320390428,0.50168776371308,141,80,0.000859156696277426,0.0921457481701598,0.427275331674037,4,10,"carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity","MF"
"s__Simiaoa_sunii","GO:0004399",-0.00192609873425043,-0.460171975767051,146,85,0.000373562465565595,0.0838182743046852,0.458245877032801,20,4,"histidinol dehydrogenase activity","MF"
"s__Bacteroides_caccae","GO:0004399",-0.190255753636035,-0.587810595405532,143,80,0.00074162323979179,0.0891344997407774,0.397554841769497,4,4,"histidinol dehydrogenase activity","MF"
"s__Adlercreutzia_equolifaciens","GO:0004399",-0.092380750893471,0.389763668097552,147,86,0.000273291888364545,0.0803975280395065,0.482144418991023,21,4,"histidinol dehydrogenase activity","MF"
"s__Waltera_intestinalis","GO:0004399",0.00473434611365646,-0.499548328816621,144,81,9.6301537052449e-05,0.0701594561540619,0.504282674930278,1,4,"histidinol dehydrogenase activity","MF"
"s__Prevotella_sp._P5_64","GO:0032217",-0.0936152455139797,-0.641216678058783,78,56,0.000229388169073221,0.0772956595505867,0.547601432544804,40,1,"riboflavin transmembrane transporter activity","MF"
"s__Prevotella_sp._P5_64","GO:0032218",-0.0936152455139797,-0.641216678058783,78,56,0.000229388169073221,0.0772956595505867,0.547601432544804,40,1,"riboflavin transport","BP"
"s__Ruminococcus_sp._210702_SL_1_03","GO:0004592",-0.310541132311542,0.245014902816842,139,83,5.44472838500928e-05,0.0701594561540619,0.555556035128384,10,2,"pantoate-beta-alanine ligase activity","MF"
"s__Blautia_ammoniilytica","GO:0004592",0.0550646523800886,-0.387857917826313,148,86,0.000790614531373095,0.0899977292387695,0.442922570206401,8,2,"pantoate-beta-alanine ligase activity","MF"
"s__Oscillibacter_sp._ER4","GO:0004151",-0.282073689182806,-0.667569224963442,145,86,0.000202220195516281,0.0772956595505867,0.385495535780636,31,9,"dihydroorotase activity","MF"
"s__Vescimonas_coprocola","GO:0004151",-0.249902827084035,-0.626718241426482,148,86,0.000517132019749973,0.0854158017121955,0.376815414342447,7,9,"dihydroorotase activity","MF"
"s__Vescimonas_fastidiosa","GO:0004151",-0.289960614098545,-0.668305108731544,144,86,0.000253093684861248,0.0795132013811968,0.378344494632999,25,9,"dihydroorotase activity","MF"
"s__Oscillibacter_sp._MSJ_31","GO:0004151",-0.269643140484628,-0.621477428180575,147,85,0.00119792338188045,0.0964755634865582,0.351834287695947,11,9,"dihydroorotase activity","MF"
"s__Blautia_schinkii","GO:0004151",0.0631924541991656,0.484900231142978,149,86,0.000747967069242446,0.0891344997407774,0.421707776943813,3,9,"dihydroorotase activity","MF"
"s__Pseudoflavonifractor_sp._MSJ_30","GO:0004151",-0.250669104935644,-0.610302372753432,148,86,0.00106293303215573,0.0945515389416827,0.359633267817788,2,9,"dihydroorotase activity","MF"
"s__Dorea_sp._AF36_15AT","GO:0004151",0.180078996953398,0.567722992811582,148,84,0.000929758327646466,0.0933158992068922,0.387643995858185,24,9,"dihydroorotase activity","MF"
"s__Oscillibacter_sp._MCC667","GO:0004151",-0.337110429152615,-0.717627516122728,148,85,7.13570831460164e-05,0.0701594561540619,0.380517086970113,6,9,"dihydroorotase activity","MF"
"s__Phocea_massiliensis","GO:0004151",0.000105780927698736,-0.498598990518421,147,86,7.75658585563926e-05,0.0701594561540619,0.498704771446119,18,9,"dihydroorotase activity","MF"
"s__Collinsella_sp._TF05_9AC","GO:0009379",-0.078472980279736,-0.496507266760431,133,80,0.0012777382497255,0.0987607870730418,0.418034286480695,25,1,"Holliday junction helicase complex","CC"
"s__Blautia_obeum","GO:0004819",-0.0708289497551243,-0.523807726779565,149,86,0.000220907476580367,0.0772956595505867,0.452978777024441,26,7,"glutamine-tRNA ligase activity","MF"
"s__Vescimonas_coprocola","GO:0004819",0.0897063341933908,0.618604651162791,148,86,4.80249163583186e-06,0.0490594728891098,0.5288983169694,7,7,"glutamine-tRNA ligase activity","MF"
"s__Ruminococcus_flavefaciens","GO:0004819",0.0626903112226009,0.499863201094391,147,86,0.000449342207437141,0.0838182743046852,0.43717288987179,10,7,"glutamine-tRNA ligase activity","MF"
"s__Vescimonas_fastidiosa","GO:0004819",0.111679125472229,0.538789565545545,144,86,0.000425298648761998,0.0838182743046852,0.427110440073316,25,7,"glutamine-tRNA ligase activity","MF"
"s__Oscillibacter_sp._MSJ_31","GO:0004819",0.134099993199798,0.555911666992378,147,85,0.000406862783142247,0.0838182743046852,0.421811673792581,11,7,"glutamine-tRNA ligase activity","MF"
"s__Ruminococcus_sp._210702_SL_1_03","GO:0004819",-0.0213190937932883,0.465282733722346,139,83,0.000209009527333212,0.0772956595505867,0.486601827515634,10,7,"glutamine-tRNA ligase activity","MF"
"s__Oribacterium_sp._oral_taxon_102","GO:0004819",-0.0105551725270035,0.500617596436165,143,84,6.48407340140544e-05,0.0701594561540619,0.511172768963168,4,7,"glutamine-tRNA ligase activity","MF"
"s__Blautia_obeum","GO:0006425",-0.0708289497551243,-0.523807726779565,149,86,0.000220907476580367,0.0772956595505867,0.452978777024441,26,7,"glutaminyl-tRNA aminoacylation","BP"
"s__Vescimonas_coprocola","GO:0006425",0.0897063341933908,0.618604651162791,148,86,4.80249163583186e-06,0.0490594728891098,0.5288983169694,7,7,"glutaminyl-tRNA aminoacylation","BP"
"s__Ruminococcus_flavefaciens","GO:0006425",0.0626903112226009,0.499863201094391,147,86,0.000449342207437141,0.0838182743046852,0.43717288987179,10,7,"glutaminyl-tRNA aminoacylation","BP"
"s__Vescimonas_fastidiosa","GO:0006425",0.111679125472229,0.538789565545545,144,86,0.000425298648761998,0.0838182743046852,0.427110440073316,25,7,"glutaminyl-tRNA aminoacylation","BP"
"s__Oscillibacter_sp._MSJ_31","GO:0006425",0.134099993199798,0.555911666992378,147,85,0.000406862783142247,0.0838182743046852,0.421811673792581,11,7,"glutaminyl-tRNA aminoacylation","BP"
"s__Ruminococcus_sp._210702_SL_1_03","GO:0006425",-0.0213190937932883,0.465282733722346,139,83,0.000209009527333212,0.0772956595505867,0.486601827515634,10,7,"glutaminyl-tRNA aminoacylation","BP"
"s__Oribacterium_sp._oral_taxon_102","GO:0006425",-0.0105551725270035,0.500617596436165,143,84,6.48407340140544e-05,0.0701594561540619,0.511172768963168,4,7,"glutaminyl-tRNA aminoacylation","BP"
"s__Collinsella_sp._TF05_9AC","GO:0030956",0.0352679527856276,0.512564463197375,133,80,0.000242210429807186,0.0785880497339302,0.477296510411747,25,2,"glutamyl-tRNA(Gln) amidotransferase complex","CC"
"s__Faecalibacterium_sp._CLA_AA_H233","GO:0030956",-0.0711409395973154,-0.537873754152824,149,85,0.00013435504754005,0.0713457356520512,0.466732814555508,10,2,"glutamyl-tRNA(Gln) amidotransferase complex","CC"
"s__Collinsella_sp._TF05_9AC","GO:0050567",0.0352679527856276,0.512564463197375,133,80,0.000242210429807186,0.0785880497339302,0.477296510411747,25,2,"glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity","MF"
"s__Faecalibacterium_sp._CLA_AA_H233","GO:0050567",-0.0711409395973154,-0.537873754152824,149,85,0.00013435504754005,0.0713457356520512,0.466732814555508,10,2,"glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity","MF"
"s__Prevotella_copri","GO:0004470",0.135157960588051,0.559548297720499,139,83,0.000463879630193453,0.0838182743046852,0.424390337132447,7,3,"malic enzyme activity","MF"
"s__Blautia_sp._BIOML_A1","GO:0004470",0.324639217992346,-0.113467616397,146,86,0.00113860009104345,0.0949568926561188,0.438106834389346,2,3,"malic enzyme activity","MF"
"s__Blautia_ammoniilytica","GO:0004470",0.0565157679251639,-0.442803905844615,148,86,0.000119602823822711,0.0701594561540619,0.499319673769779,8,3,"malic enzyme activity","MF"
"s__Roseburia_inulinivorans","GO:0019301",0.159382091309225,0.54382753903486,148,86,0.00118886399425624,0.0964755634865582,0.384445447725636,15,1,"rhamnose catabolic process","BP"
"s__Prevotella_stercorea","GO:0006450",-0.318745305821464,-0.686182238813818,130,77,0.000524357160445011,0.0854158017121955,0.367436932992354,9,1,"regulation of translational fidelity","BP"
"s__Mogibacterium_kristiansenii","GO:0009424",-0.101101197652922,-0.504281936106797,144,83,0.00127704760471302,0.0987607870730418,0.403180738453875,4,2,"bacterial-type flagellum hook","CC"
"s__Senegalimassilia_anaerobia","GO:0009424",-0.0871909780360485,-0.557578212007695,143,84,0.00011343407441821,0.0701594561540619,0.470387233971646,7,2,"bacterial-type flagellum hook","CC"
"s__Intestinimonas_sp._MSJ_38","GO:0006051",-0.133990434381824,-0.534562951082598,147,86,0.000866075677589899,0.0921457481701598,0.400572516700774,12,1,"N-acetylmannosamine metabolic process","BP"
"s__Intestinimonas_sp._MSJ_38","GO:0047465",-0.133990434381824,-0.534562951082598,147,86,0.000866075677589899,0.0921457481701598,0.400572516700774,12,1,"N-acylglucosamine-6-phosphate 2-epimerase activity","MF"
"s__Oscillibacter_sp._ER4","GO:0015977",0.104283627170951,-0.369474301348446,143,85,0.000426694508369974,0.0838182743046852,0.473757928519397,31,1,"carbon fixation","BP"
"s__Vescimonas_fastidiosa","GO:0005829",0.0461337513061651,-0.411462804849285,144,86,0.000508194386731107,0.0854158017121955,0.45759655615545,25,1,"cytosol","CC"
"s__Faecalibacterium_sp._HTFF","GO:0000034",-0.431663341193543,0.0485245260895056,149,85,0.000227283063092663,0.0772956595505867,0.480187867283048,5,1,"adenine deaminase activity","MF"
"s__Faecalibacterium_sp._HTFF","GO:0006146",-0.431663341193543,0.0485245260895056,149,85,0.000227283063092663,0.0772956595505867,0.480187867283048,5,1,"adenine catabolic process","BP"
"s__Roseburia_inulinivorans","GO:0016891",0.209915709436323,0.630907118260295,148,86,0.000129357734377859,0.0713457356520512,0.420991408823972,15,1,"endoribonuclease activity, producing 5'-phosphomonoesters","MF"
"s__Oscillibacter_sp._ER4","GO:0015109",-0.0468312076838293,0.40112269446672,145,86,0.000681790582851203,0.0891344997407774,0.447953902150549,31,2,"chromate transmembrane transporter activity","MF"
"s__Eggerthella_lenta","GO:0015109",-0.0974605477961183,-0.498882022736922,149,86,0.00113446497913493,0.0949568926561188,0.401421474940803,13,2,"chromate transmembrane transporter activity","MF"
"s__Oscillibacter_sp._ER4","GO:0015703",-0.0468312076838293,0.40112269446672,145,86,0.000681790582851203,0.0891344997407774,0.447953902150549,31,2,"chromate transport","BP"
"s__Eggerthella_lenta","GO:0015703",-0.0974605477961183,-0.498882022736922,149,86,0.00113446497913493,0.0949568926561188,0.401421474940803,13,2,"chromate transport","BP"
"s__Oscillibacter_sp._ER4","GO:0004866",0.194437926566756,0.636405385659117,133,66,0.000331475212246586,0.0821292155639086,0.441967459092361,31,1,"endopeptidase inhibitor activity","MF"
"s__Phascolarctobacterium_succinatutens","GO:0008761",-0.0232963013141851,0.440040241448692,121,71,0.00122180936641606,0.0971076005148073,0.463336542762877,38,2,"UDP-N-acetylglucosamine 2-epimerase activity","MF"
"s__Bacteroides_xylanisolvens","GO:0008761",0.193183827666586,0.589678675754625,144,79,0.000773715189243705,0.089390299395526,0.396494848088039,25,2,"UDP-N-acetylglucosamine 2-epimerase activity","MF"
"s__Adlercreutzia_equolifaciens","GO:0004106",-0.119925348888167,0.353724232275107,147,86,0.00040181007133019,0.0838182743046852,0.473649581163274,21,3,"chorismate mutase activity","MF"
"s__Dorea_sp._AF36_15AT","GO:0004106",0.0161732750419232,0.503756201275691,148,84,0.00011430203020383,0.0701594561540619,0.487582926233768,24,3,"chorismate mutase activity","MF"
"s__Dorea_sp._AM58_8","GO:0004106",-0.0185851623435516,0.511316571536393,149,86,2.44999199685736e-05,0.0610440045602667,0.529901733879945,9,3,"chorismate mutase activity","MF"
"s__Dorea_sp._AF36_15AT","GO:0004556",-0.0529101900146962,-0.463906044345449,148,84,0.00128074467327089,0.0988429171191902,0.410995854330753,24,1,"alpha-amylase activity","MF"
"s__Dorea_ammoniilytica","GO:0004069",-0.0259238830667402,0.418892376227599,148,84,0.00070970873101582,0.0891344997407774,0.44481625929434,15,1,"L-aspartate:2-oxoglutarate aminotransferase activity","MF"
"s__Anaerobutyricum_hallii","GO:0004794",-0.0165136949029566,0.405858766922968,149,86,0.00121625272422093,0.0968972251091948,0.422372461825925,2,1,"L-threonine ammonia-lyase activity","MF"
"s__Fusicatenibacter_saccharivorans","GO:0010124",-0.47310357337203,-0.0482381244398321,149,86,0.000728152250536339,0.0891344997407774,0.424865448932198,5,1,"phenylacetate catabolic process","BP"
"s__Parabacteroides_merdae","GO:0015594",-0.0127803231251507,-0.434427605893959,144,83,0.00130620801057127,0.099280616060892,0.421647282768808,1,2,"putrescine-importing ATPase activity","MF"
"s__Prevotella_sp._P5_64","GO:0015594",0.0576765007144754,-0.544976076555024,78,56,0.00021719402086032,0.0772956595505867,0.602652577269499,40,2,"putrescine-importing ATPase activity","MF"
"s__Blautia_faecis","GO:0009001",-0.349033194268094,0.220019812255295,149,86,2.04883978550844e-05,0.0593299461887907,0.569053006523389,17,1,"serine O-acetyltransferase activity","MF"
"s__Bacteroides_xylanisolvens","GO:0008610",0.41881681536854,0.720326192794547,144,79,0.00126013946690344,0.0985630673079499,0.301509377426008,25,1,"lipid biosynthetic process","BP"
"s__Prevotella_sp._P5_64","GO:0016209",0.067388307894637,0.657142857142857,78,56,6.8045344628508e-05,0.0701594561540619,0.58975454924822,40,1,"antioxidant activity","MF"
"s__Oscillibacter_sp._ER4","GO:0005576",0.0708707290190521,0.504750224067173,145,86,0.000486429635965687,0.0839861394377018,0.433879495048121,31,3,"extracellular region","CC"
"s__Vescimonas_coprocola","GO:0005576",0.0561011634837138,0.506429548563611,148,86,0.000288774547606949,0.0803975280395065,0.450328385079898,7,3,"extracellular region","CC"
"s__Vescimonas_fastidiosa","GO:0005576",0.0520376175548589,0.468861738761262,144,86,0.00103367680518245,0.0945515389416827,0.416824121206403,25,3,"extracellular region","CC"
"s__Ruminococcus_sp._BSD2780120874_150323_B10","GO:0008899",0.0729781668712966,-0.416732740943267,131,76,0.000459964331259366,0.0838182743046852,0.489710907814564,2,1,"homoserine O-succinyltransferase activity","MF"
"s__Ruminococcus_sp._BSD2780120874_150323_B10","GO:0019281",0.0729781668712966,-0.416732740943267,131,76,0.000459964331259366,0.0838182743046852,0.489710907814564,2,1,"L-methionine biosynthetic process from homoserine via O-succinyl-L-homoserine and cystathionine","BP"
"s__Prevotella_sp._Marseille_P4119","GO:0004089",0.0406809406809407,0.525289155246784,111,68,0.000593401025873126,0.0878273078360618,0.484608214565843,31,1,"carbonate dehydratase activity","MF"
"s__Anaerostipes_hadrus","GO:0016793",0.334133865409033,-0.120222652011887,149,86,0.000691027266172206,0.0891344997407774,0.454356517420921,6,3,"triphosphoric monoester hydrolase activity","MF"
"s__Blautia_faecis","GO:0016793",0.393499002358063,-0.0890513703476579,149,86,0.000250542029776598,0.079461194329575,0.482550372705721,17,3,"triphosphoric monoester hydrolase activity","MF"
"s__Faecalibacterium_sp._CLA_AA_H233","GO:0016793",0.0303936150916017,0.471526284932578,149,85,0.000519634971809669,0.0854158017121955,0.441132669840976,10,3,"triphosphoric monoester hydrolase activity","MF"
"s__Anthropogastromicrobium_aceti","GO:0019509",0.0126824537179283,-0.451238265955941,148,86,0.00031173548902414,0.0804737967828592,0.46392071967387,8,1,"L-methionine salvage from methylthioadenosine","BP"
"s__Anthropogastromicrobium_aceti","GO:0008930",0.0122826565779586,-0.452879852823246,148,86,0.000297609275287665,0.0804737967828592,0.465162509401205,8,1,"methylthioadenosine nucleosidase activity","MF"
"s__Anthropogastromicrobium_aceti","GO:0008782",0.0122826565779586,-0.452879852823246,148,86,0.000297609275287665,0.0804737967828592,0.465162509401205,8,1,"adenosylhomocysteine nucleosidase activity","MF"
"s__Anthropogastromicrobium_aceti","GO:0009164",0.0122826565779586,-0.452879852823246,148,86,0.000297609275287665,0.0804737967828592,0.465162509401205,8,1,"nucleoside catabolic process","BP"
"s__Megasphaera_elsdenii","GO:0004888",-0.052262566047961,0.428205602863137,121,73,0.000781123286461513,0.089390299395526,0.480468168911098,2,1,"transmembrane signaling receptor activity","MF"
"s__Alistipes_indistinctus","GO:0016776",0.079620765832106,-0.530434782608696,97,45,0.000346119127881587,0.0829800091921737,0.610055548440802,2,1,"phosphotransferase activity, phosphate group as acceptor","MF"
"s__Escherichia_coli","GO:0004609",0.0411161743855895,-0.387769565657588,148,84,0.00124472795616055,0.0981096048096578,0.428885740043178,7,1,"phosphatidylserine decarboxylase activity","MF"
"s__Prevotella_sp._Marseille_P4119","GO:0009349",0.0604773604773605,0.537237088216208,111,68,0.000639631549017808,0.0888826995760413,0.476759727738848,31,1,"riboflavin synthase complex","CC"
"s__Phascolarctobacterium_succinatutens","GO:0002100",0.169096328410784,-0.437357478202549,121,71,2.96125204656588e-05,0.0610440045602667,0.606453806613333,38,1,"tRNA wobble adenosine to inosine editing","BP"
"s__Phascolarctobacterium_succinatutens","GO:0008251",0.169096328410784,-0.437357478202549,121,71,2.96125204656588e-05,0.0610440045602667,0.606453806613333,38,1,"tRNA-specific adenosine deaminase activity","MF"
"s__Desulfovibrio_piger","GO:0008880",0.340992635203983,-0.143835616438356,123,73,0.000936350717062786,0.0933158992068922,0.484828251642339,4,1,"glucuronate isomerase activity","MF"
"s__Suilimivivens_aceti","GO:0004536",0.0409903123230065,0.468974951648663,148,86,0.000726776211524905,0.0891344997407774,0.427984639325656,13,1,"deoxyribonuclease activity","MF"
"s__Blautia_sp._Marseille_P3087","GO:0008113",0.0254278384671482,-0.417500825510637,148,86,0.000681477829417284,0.0891344997407774,0.442928663977785,3,1,"peptide-methionine (S)-S-oxide reductase activity","MF"
"s__Dorea_sp._AF36_15AT","GO:0017004",-0.0629717513706008,-0.476055482433937,148,84,0.00111561716189628,0.0949568926561188,0.413083731063337,24,2,"cytochrome complex assembly","BP"
"s__Bacteroides_xylanisolvens","GO:0017004",0.342862310103689,0.753018500486855,144,79,1.36519984659646e-05,0.0566379455904697,0.410156190383166,25,2,"cytochrome complex assembly","BP"
"s__Phocaeicola_vulgatus","GO:0015209",-0.0952109485187146,-0.513731779800934,148,86,0.000645556092076326,0.0888826995760413,0.418520831282219,6,2,"cytosine transmembrane transporter activity","MF"
"s__Bacteroides_xylanisolvens","GO:0015209",-0.0701752270717788,-0.508787731256086,144,79,0.000608489732086378,0.0888826995760413,0.438612504184307,25,2,"cytosine transmembrane transporter activity","MF"
"s__Phascolarctobacterium_succinatutens","GO:0016429",0.0364178295623899,-0.572736418511066,121,71,7.0854050899113e-06,0.0490594728891098,0.609154248073456,38,1,"tRNA (adenine-N1-)-methyltransferase activity","MF"
"s__Dorea_sp._AF36_15AT","GO:0008792",-0.179567558877904,-0.598687294889827,144,80,0.000351932812181784,0.0829800091921737,0.419119736011923,24,1,"arginine decarboxylase activity","MF"
"s__Dorea_ammoniilytica","GO:0019430",0.380473611537849,-0.106307583274274,148,84,0.000269132960050312,0.0803975280395065,0.486781194812123,15,1,"removal of superoxide radicals","BP"
"s__Faecalibacillus_intestinalis","GO:0004333",-0.332779346977336,0.148778581199922,146,85,0.000364052903340595,0.0838182743046852,0.481557928177258,5,1,"fumarate hydratase activity","MF"
"s__Phascolarctobacterium_succinatutens","GO:0004798",-0.00607641241024251,-0.538564721663313,121,71,0.000100309061417056,0.0701594561540619,0.532488309253071,38,2,"thymidylate kinase activity","MF"
"s__Phascolarctobacterium_sp._Marseille_Q4147","GO:0004798",-0.078310854980845,-0.536049631120054,118,71,0.000732263440281171,0.0891344997407774,0.457738776139209,21,2,"thymidylate kinase activity","MF"
