"","s__Streptococcus_mitis","s__Streptococcus_salivarius","s__Streptococcus_parasanguinis","s__Streptococcus_oralis","s__Rothia_mucilaginosa","s__Neisseria_mucosa","s__Haemophilus_parainfluenzae","s__Neisseria_sicca","s__Streptococcus_infantis","s__Schaalia_odontolytica","s__Prevotella_melaninogenica","s__Actinomyces_sp._ICM47","s__Gemella_haemolysans","s__Streptococcus_sanguinis","s__Actinomyces_graevenitzii","s__Streptococcus_pseudopneumoniae","s__Streptococcus_sp._263_SSPC","s__Veillonella_atypica","s__Haemophilus_parahaemolyticus","s__Prevotella_histicola","s__Streptococcus_cristatus","s__Streptococcus_pneumoniae","s__Neisseria_subflava","s__Streptococcus_australis","s__Veillonella_dispar","s__Gemella_sanguinis","s__Haemophilus_haemolyticus","s__Streptococcus_sp._oral_taxon_431","s__Streptococcus_rubneri","s__Streptococcus_vestibularis","s__Streptococcus_sp._M334","s__Prevotella_pallens","s__Lancefieldella_parvula","s__Prevotella_jejuni","s__Streptococcus_gordonii","s__Granulicatella_adiacens","s__Actinomyces_bouchesdurhonensis","s__Veillonella_parvula","s__Veillonella_rogosae","s__Actinomyces_oris","s__Haemophilus_sputorum","s__Rothia_sp._HMSC065C12","s__Streptococcus_sp._HSISS2","s__Rothia_dentocariosa","s__Streptococcus_timonensis","s__Lautropia_mirabilis","s__Streptococcus_sp._HMSC067H01","s__Streptococcus_sp._Marseille_Q3533","s__Rothia_sp._HMSC072B04","s__Veillonella_tobetsuensis","s__Alloprevotella_tannerae","s__Neisseria_sp._HMSC071A01","s__Megasphaera_micronuciformis","s__Neisseria_meningitidis","s__Alloprevotella_sp._oral_taxon_473","s__Prevotella_salivae","s__Streptococcus_sp._UMB0029","s__Solobacterium_moorei","s__Peptostreptococcus_stomatis","s__Veillonella_nakazawae","s__Streptococcus_sp._F0442","s__Streptococcus_sp._HPH0090","s__Prevotella_intermedia","s__Rothia_aeria","s__Streptococcus_sp._HMSC034E03","s__Streptococcus_anginosus","s__Veillonella_sp._oral_taxon_158","s__Streptococcus_sp._XMC","s__Rothia_sp._HMSC062F03","s__Actinomyces_sp._ICM58","s__Leptotrichia_wadei","s__Mogibacterium_diversum","s__Actinomyces_sp._oral_taxon_172","s__Porphyromonas_somerae","s__Porphyromonas_sp._oral_taxon_279","s__Porphyromonas_bobii","s__Neisseria_flavescens","s__Rothia_sp._HMSC072E10","s__Candidatus_Nanosynbacter_sp._HMT_352","s__Parvimonas_micra","s__Prevotella_vespertina","s__Porphyromonas_sp._KLE_1280","s__Prevotella_nanceiensis","s__Fusobacterium_pseudoperiodonticum","s__Streptococcus_sp._HMSC074B11","s__Abiotrophia_sp._HMSC24B09","s__Streptococcus_sp._SK140","s__Prevotella_sp._oral_taxon_306","s__Neisseria_sp._oral_taxon_014","s__Streptococcus_sp._HMSC061D10","s__Veillonella_sp._S13053_19","s__Haemophilus_influenzae","s__Streptococcus_sp._HMSC056C01","s__Lachnoanaerobaculum_saburreum","s__Leptotrichia_sp._oral_taxon_218","s__Alloprevotella_rava","s__Haemophilus_paraphrohaemolyticus","s__Streptococcus_sp._1001283B150225_161107_H12","s__Actinomyces_naeslundii","s__Schaalia_sp._ORNL0103","s__Streptococcus_sp._Marseille_Q6470","s__Streptococcus_sp._343_SSPC","s__Porphyromonas_pasteri","s__Porphyromonas_endodontalis","s__Campylobacter_concisus","s__Leptotrichia_sp._oral_taxon_417","s__Oribacterium_sinus","s__Streptococcus_sp._Marseille_Q0941","s__Streptococcus_sp._HMSC062D07","s__Aggregatibacter_segnis","s__Streptococcus_sp._A12","s__Fusobacterium_periodonticum","s__Streptococcus_sp._Marseille_Q4154","s__Gemella_morbillorum","s__Fusobacterium_nucleatum","s__Streptococcus_intermedius","s__Granulicatella_sp._HMSC30F09","s__Veillonella_sp._CLA_AA_H247","s__Haemophilus_sp._Marseille_Q0026","s__Leptotrichia_sp._oral_taxon_215","s__Leptotrichia_sp._oral_taxon_221","s__Streptococcus_sp._oral_taxon_061","s__Aggregatibacter_sp._2125159857","s__Abiotrophia_defectiva","s__Aggregatibacter_sp._oral_taxon_458","s__Candidatus_Nanosynbacter_sp._TM7_057","s__Lachnoanaerobaculum_orale","s__Actinomyces_sp._S6_Spd3","s__Candidatus_Nanosynbacter_sp._TM7_008","s__Candidatus_Nanosynbacter_sp._TM7_076","s__Actinomyces_sp._oral_taxon_181","s__Actinomyces_sp._ph3","s__Candidatus_Nanosynbacter_sp._TM7_087","s__Lachnoanaerobaculum_sp._ICM7","s__Candidatus_Nanosynbacter_sp._TM7_075","s__Candidatus_Nanosynbacter_sp._TM7_053","HMDB0302405","HMDB0013751","HMDB0011749","HMDB0031604","HMDB0245980","HMDB0246022","HMDB0253411","HMDB0000162","HMDB0243969","HMDB0000883","HMDB0031502","HMDB0033910","HMDB0000262","HMDB0040582","HMDB0000267","HMDB0034244","HMDB0000064","HMDB0061918","HMDB0000562","HMDB0000034","HMDB0038998","HMDB0060503","HMDB0004827","HMDB0246595","HMDB0001161","HMDB0000070","HMDB0032538","HMDB0000132","HMDB0247055","HMDB0252816","HMDB0000177","HMDB0000062","HMDB0001934","HMDB0000205","HMDB0255997","HMDB0302856","HMDB0000239","HMDB0000341","HMDB0247230","HMDB0001046","HMDB0002825","HMDB0001713","HMDB0253018","HMDB0001847","HMDB0030372","HMDB0000904","HMDB0038835","HMDB0060335","HMDB0000201","HMDB0243539","HMDB0034276","HMDB0255976","HMDB0303254","HMDB0012204","HMDB0244166","HMDB0032215","HMDB0011175","HMDB0029051","HMDB0029388","HMDB0038982","HMDB0029042","HMDB0000273","HMDB0246097","HMDB0250631","HMDB0240712","HMDB0000826","HMDB0013988","HMDB0014680","HMDB0029134","HMDB0037543","HMDB0000050","HMDB0028893","HMDB0245878","HMDB0029113","HMDB0028991","HMDB0035473","HMDB0038685","HMDB0029377","HMDB0258433","HMDB0006344","HMDB0256432","HMDB0014583","HMDB0059871","HMDB0000252","HMDB0000706","HMDB0029619","HMDB0001043","HMDB0014341","HMDB0013622","HMDB0000795","HMDB0004610","HMDB0013078","HMDB0252828","HMDB0002183","HMDB0031008","HMDB0029106","HMDB0000594","HMDB0033009","HMDB0031923","HMDB0254033","HMDB0304808","HMDB0072839","HMDB0259275","HMDB0038918","HMDB0254257","HMDB0072871","HMDB0303759","HMDB0011152","HMDB0247415","HMDB0011504","HMDB0011503","HMDB0011507","HMDB0011477","HMDB0011505","HMDB0011475","HMDB0029015","HMDB0253396","HMDB0010382","HMDB0253033","HMDB0015680"
"s__Candidatus_Nanosynbacter_sp._TM7_087",NA,NA,NA,0.787158219470353,NA,NA,NA,NA,NA,NA,NA,0.506801286683005,NA,NA,0.268502847249361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13706049727815,NA,0.383978322491736,0.0563321566128698,0.160546583713955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.271110331837095,NA,0.0341516619335923,NA,NA,0.361763290977894,NA,NA,NA,NA,NA,0.36719738831084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0421000890118243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0106534233720797,NA,NA,NA,NA,NA,NA,NA,NA,0.809741286731188,NA,NA,0.0255382087715359,0.940807981326378,NA,NA,NA,0.101380686480743,0.607095715829258,0.0490621619500066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Lachnoanaerobaculum_sp._ICM7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105154282259798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.590660331099677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.633817294076767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.441697206801922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.436134490013959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.568890936104693,NA,NA,NA,NA,NA,NA,0.762927000830088,NA,NA,NA,NA,NA,0.101380686480743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Candidatus_Nanosynbacter_sp._TM7_075",NA,NA,NA,NA,NA,NA,0.785867058378146,0.404572671222207,NA,0.00101936738994089,NA,0.0274120535556439,NA,NA,0.00266959236506113,NA,NA,0.0936509356349626,NA,0.18881113759801,NA,NA,NA,0.138628848200049,0.000860580452627602,NA,0.902023793774025,NA,NA,NA,NA,0.317515470562774,0.00364882654121263,NA,NA,NA,0.0558837608991233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.312147447541354,NA,0.272731467094366,NA,NA,NA,0.000519880671380145,NA,NA,NA,NA,NA,NA,NA,0.0392921885362892,NA,0.052693263957773,NA,NA,0.173856767734775,NA,NA,NA,NA,NA,0.124252506909153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0021705858390924,NA,0.0543576521971927,NA,0.00928309948549732,NA,NA,NA,NA,NA,0.995993308947569,NA,NA,0.0512827324096558,NA,0.661079971125912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.613571790595917,NA,0.887015974252652,0.0405864908506889,0.0496421193829908,NA,NA,0.607095715829258,NA,NA,0.693147874292307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Candidatus_Nanosynbacter_sp._TM7_053",NA,NA,NA,NA,NA,NA,NA,0.557755343139779,NA,0.0351782178957805,NA,0.147558982916335,NA,NA,0.0162772105085316,NA,NA,0.0744339982388075,NA,NA,NA,NA,NA,0.342029688994221,0.0286185907869135,NA,NA,NA,NA,NA,NA,NA,0.0144187734958024,NA,NA,NA,0.0764083631550646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142032838889113,NA,NA,NA,0.00601297996911,NA,NA,NA,NA,NA,NA,NA,0.0495313290453718,NA,0.222493129279553,NA,NA,0.470996978909704,NA,NA,NA,NA,NA,0.339278190547096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00504611666685,NA,0.0919098505825422,NA,0.0445446921809994,NA,NA,NA,NA,NA,NA,NA,NA,0.0327061758479387,NA,0.425742921948914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0940223231825623,NA,0.971090295957085,0.123083920561233,0.690299849971838,NA,NA,0.0490621619500066,NA,0.693147874292307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HMDB0302405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0151052366151391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0418659479266211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00164499045918073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00961324407291297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177474663949761,NA,NA,0.775979073331348,NA,NA,NA,NA,NA,0.455054499435487,NA,NA,NA,NA,NA,NA,0.011408227418852,NA,NA,0.120833485948761,0.461654871220173,NA,NA,NA,0.30691280320707,NA,NA,NA,0.255118023062679,NA,NA,0.992232058379931,0.127646841864742,0.407732529570428,NA,0.514012802549364,NA,NA,NA,NA,NA,0.907441099161607,0.597682915852617,NA,0.203365330509394,NA,0.263093052002867,NA,NA,NA,NA,NA,0.437127175064562,NA,NA,NA,NA,NA,NA,NA,NA,0.521239694547509,NA,NA,NA,0.0519432980712843,0.898319764837691,NA,NA,NA,0.110003508430372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0272678874588001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0885730048160006,NA,NA,NA,NA,NA,NA,0.345517866805626,NA,NA,NA,NA,NA,NA,NA,NA,0.155368025147851,NA,NA,NA,NA,NA,NA,NA
"HMDB0013751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177474663949761,NA,NA,NA,0.892002087653758,NA,NA,NA,NA,NA,0.197117154212429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.544911824039789,NA,NA,NA,NA,NA,NA,NA,0.143280796445245,NA,NA,0.788957988896787,0.0624127293666829,0.200503928058662,0.353817144033588,0.11891731086186,NA,NA,NA,NA,NA,0.768316930623309,NA,NA,NA,NA,0.106076471474414,NA,0.563347034914636,NA,NA,NA,0.812032801505702,NA,NA,NA,NA,NA,NA,NA,0.711873068749163,0.0467886618294779,NA,0.398574027996912,NA,0.244703551019681,NA,NA,NA,NA,0.181465091054338,NA,NA,NA,NA,NA,NA,NA,0.0865856500234257,0.262665012727289,NA,NA,NA,NA,0.595576498662151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.221604626963682,NA,NA,NA,NA,NA,NA,0.0265986985559274,NA,NA,NA,NA,0.0533883267460017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HMDB0011749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0130540311536661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121209786959977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.729699764981763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.537186718647045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0274231844853218,NA,NA,NA,NA,0.0716487050558336,NA,NA,0.708492807278091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HMDB0031604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00222911725028204,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.150521295983078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00600788506250418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00178400233975275,NA,NA,0.275703074846435,NA,NA,NA,NA,NA,NA,0.979266645565793,NA,0.48141344117824,NA,0.129213248480187,NA,NA,NA,0.530507626174521,NA,NA,NA,NA,NA,NA,0.74411935736208,NA,0.217109065337748,0.334099048195931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.464140512722142,NA,NA,NA,0.278926047353038,NA,NA,NA,NA,0.396707063820344,NA,0.0119915327347664,NA,NA,NA,NA,0.672997025173411,NA,NA,NA,NA,NA,NA,0.689583025267936,NA,NA,NA,0.747422558372176,NA,NA,0.48470646471682,NA,NA,NA,NA,0.90357596882154,0.955417172533278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.655794942337391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HMDB0245980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.775979073331348,0.892002087653758,NA,NA,NA,NA,NA,NA,NA,NA,0.227313290103986,NA,NA,NA,NA,NA,NA,0.0239717995899106,NA,NA,NA,0.927878676176268,NA,NA,NA,NA,NA,NA,NA,0.10728085908331,NA,NA,NA,NA,0.839637760394803,NA,0.588221314148882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435968383142397,NA,NA,NA,NA,NA,0.711340568188151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0510914400788826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HMDB0246022",NA,NA,NA,0.0316884855512621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97401397313945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0390393657243326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153832058915441,NA,0.474898437260928,NA,NA,NA,0.0815993739728708,0.28458915946662,NA,NA,NA,NA,NA,0.947799078767504,NA,NA,NA,0.366137371800342,0.838523827160833,NA,NA,NA,NA,0.0995773331185702,NA,NA,0.71483492098271,0.66912417129768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.42539360090219e-05,NA,NA,0.336138504806238,NA,NA,NA,NA,NA,NA,NA,NA,0.0761379377024571,NA,NA,NA,NA,NA,NA,NA,0.983204248143312,NA,NA,NA,NA,NA,NA,0.239140072162409,NA,NA,NA,NA,NA,0.423485882860182,NA,NA,0.266542954860196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.158525819261266,NA,NA,0.76722837488698,NA,0.58335231472999,NA,NA,NA,NA,NA,NA,0.122660832169601,NA,0.851214259094851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.923351150049573,NA
"HMDB0253411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00178400233975275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00418286769576283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24094865640456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.158479220836334,NA,NA,0.54264500828372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00163127062188943,NA,NA,NA,NA,NA,NA,NA,NA
"HMDB0000162",NA,NA,NA,NA,NA,NA,NA,NA,0.435035744554405,NA,NA,NA,NA,NA,NA,NA,0.240592369658424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.352911304712399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78186552777901,NA,0.0210988074903194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153832058915441,NA,NA,NA,NA,NA,NA,NA,0.881711312029402,0.470863373210406,NA,NA,NA,NA,NA,0.114725869711572,NA,NA,NA,NA,0.612661854554872,NA,NA,NA,NA,0.43982672569363,NA,NA,0.0948020853387647,0.051995348865689,NA,NA,NA,NA,NA,NA,NA,0.557200787480157,NA,NA,0.0396702331692846,NA,NA,NA,NA,NA,0.115340516355764,NA,NA,NA,NA,NA,NA,NA,0.953630377095815,NA,NA,NA,NA,0.132413817660988,0.792931025647316,NA,NA,NA,0.893360306942237,NA,NA,0.724634223840194,NA,NA,NA,NA,NA,0.246442414503303,NA,NA,NA,0.99178182047285,NA,0.174091302824887,NA,NA,0.260038590968046,NA,NA,0.945045119930055,NA,0.297484617113353,NA,NA,0.805503674212333,0.293678364890992,0.652398084352372,0.717694549789825,NA,NA,0.673854706800107,NA,NA,0.073460901082256,0.998631947794753,0.120297401198654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.164658011919753,NA
