"","s__Streptococcus_mitis","s__Streptococcus_salivarius","s__Streptococcus_parasanguinis","s__Streptococcus_oralis","s__Rothia_mucilaginosa","s__Neisseria_mucosa","s__Haemophilus_parainfluenzae","s__Neisseria_sicca","s__Streptococcus_infantis","s__Schaalia_odontolytica","s__Prevotella_melaninogenica","s__Actinomyces_sp._ICM47","s__Gemella_haemolysans","s__Streptococcus_sanguinis","s__Actinomyces_graevenitzii","s__Streptococcus_pseudopneumoniae","s__Streptococcus_sp._263_SSPC","s__Veillonella_atypica","s__Haemophilus_parahaemolyticus","s__Prevotella_histicola","s__Streptococcus_cristatus","s__Streptococcus_pneumoniae","s__Neisseria_subflava","s__Streptococcus_australis","s__Veillonella_dispar","s__Gemella_sanguinis","s__Haemophilus_haemolyticus","s__Streptococcus_sp._oral_taxon_431","s__Streptococcus_rubneri","s__Streptococcus_vestibularis","s__Streptococcus_sp._M334","s__Prevotella_pallens","s__Lancefieldella_parvula","s__Prevotella_jejuni","s__Streptococcus_gordonii","s__Granulicatella_adiacens","s__Actinomyces_bouchesdurhonensis","s__Veillonella_parvula","s__Veillonella_rogosae","s__Actinomyces_oris","s__Haemophilus_sputorum","s__Rothia_sp._HMSC065C12","s__Streptococcus_sp._HSISS2","s__Rothia_dentocariosa","s__Streptococcus_timonensis","s__Lautropia_mirabilis","s__Streptococcus_sp._HMSC067H01","s__Streptococcus_sp._Marseille_Q3533","s__Rothia_sp._HMSC072B04","s__Veillonella_tobetsuensis","s__Alloprevotella_tannerae","s__Neisseria_sp._HMSC071A01","s__Megasphaera_micronuciformis","s__Neisseria_meningitidis","s__Alloprevotella_sp._oral_taxon_473","s__Prevotella_salivae","s__Streptococcus_sp._UMB0029","s__Solobacterium_moorei","s__Peptostreptococcus_stomatis","s__Veillonella_nakazawae","s__Streptococcus_sp._F0442","s__Streptococcus_sp._HPH0090","s__Prevotella_intermedia","s__Rothia_aeria","s__Streptococcus_sp._HMSC034E03","s__Streptococcus_anginosus","s__Veillonella_sp._oral_taxon_158","s__Streptococcus_sp._XMC","s__Rothia_sp._HMSC062F03","s__Actinomyces_sp._ICM58","s__Leptotrichia_wadei","s__Mogibacterium_diversum","s__Actinomyces_sp._oral_taxon_172","s__Porphyromonas_somerae","s__Porphyromonas_sp._oral_taxon_279","s__Porphyromonas_bobii","s__Neisseria_flavescens","s__Rothia_sp._HMSC072E10","s__Candidatus_Nanosynbacter_sp._HMT_352","s__Parvimonas_micra","s__Prevotella_vespertina","s__Porphyromonas_sp._KLE_1280","s__Prevotella_nanceiensis","s__Fusobacterium_pseudoperiodonticum","s__Streptococcus_sp._HMSC074B11","s__Abiotrophia_sp._HMSC24B09","s__Streptococcus_sp._SK140","s__Prevotella_sp._oral_taxon_306","s__Neisseria_sp._oral_taxon_014","s__Streptococcus_sp._HMSC061D10","s__Veillonella_sp._S13053_19","s__Haemophilus_influenzae","s__Streptococcus_sp._HMSC056C01","s__Lachnoanaerobaculum_saburreum","s__Leptotrichia_sp._oral_taxon_218","s__Alloprevotella_rava","s__Haemophilus_paraphrohaemolyticus","s__Streptococcus_sp._1001283B150225_161107_H12","s__Actinomyces_naeslundii","s__Schaalia_sp._ORNL0103","s__Streptococcus_sp._Marseille_Q6470","s__Streptococcus_sp._343_SSPC","s__Porphyromonas_pasteri","s__Porphyromonas_endodontalis","s__Campylobacter_concisus","s__Leptotrichia_sp._oral_taxon_417","s__Oribacterium_sinus","s__Streptococcus_sp._Marseille_Q0941","s__Streptococcus_sp._HMSC062D07","s__Aggregatibacter_segnis","s__Streptococcus_sp._A12","s__Fusobacterium_periodonticum","s__Streptococcus_sp._Marseille_Q4154","s__Gemella_morbillorum","s__Fusobacterium_nucleatum","s__Streptococcus_intermedius","s__Granulicatella_sp._HMSC30F09","s__Veillonella_sp._CLA_AA_H247","s__Haemophilus_sp._Marseille_Q0026","s__Leptotrichia_sp._oral_taxon_215","s__Leptotrichia_sp._oral_taxon_221","s__Streptococcus_sp._oral_taxon_061","s__Aggregatibacter_sp._2125159857","s__Abiotrophia_defectiva","s__Aggregatibacter_sp._oral_taxon_458","s__Candidatus_Nanosynbacter_sp._TM7_057","s__Lachnoanaerobaculum_orale","s__Actinomyces_sp._S6_Spd3","s__Candidatus_Nanosynbacter_sp._TM7_008","s__Candidatus_Nanosynbacter_sp._TM7_076","s__Actinomyces_sp._oral_taxon_181","s__Actinomyces_sp._ph3","s__Candidatus_Nanosynbacter_sp._TM7_087","s__Lachnoanaerobaculum_sp._ICM7","s__Candidatus_Nanosynbacter_sp._TM7_075","s__Candidatus_Nanosynbacter_sp._TM7_053","HMDB0302405","HMDB0013751","HMDB0011749","HMDB0031604","HMDB0245980","HMDB0246022","HMDB0253411","HMDB0000162","HMDB0243969","HMDB0000883","HMDB0031502","HMDB0033910","HMDB0000262","HMDB0040582","HMDB0000267","HMDB0034244","HMDB0000064","HMDB0061918","HMDB0000562","HMDB0000034","HMDB0038998","HMDB0060503","HMDB0004827","HMDB0246595","HMDB0001161","HMDB0000070","HMDB0032538","HMDB0000132","HMDB0247055","HMDB0252816","HMDB0000177","HMDB0000062","HMDB0001934","HMDB0000205","HMDB0255997","HMDB0302856","HMDB0000239","HMDB0000341","HMDB0247230","HMDB0001046","HMDB0002825","HMDB0001713","HMDB0253018","HMDB0001847","HMDB0030372","HMDB0000904","HMDB0038835","HMDB0060335","HMDB0000201","HMDB0243539","HMDB0034276","HMDB0255976","HMDB0303254","HMDB0012204","HMDB0244166","HMDB0032215","HMDB0011175","HMDB0029051","HMDB0029388","HMDB0038982","HMDB0029042","HMDB0000273","HMDB0246097","HMDB0250631","HMDB0240712","HMDB0000826","HMDB0013988","HMDB0014680","HMDB0029134","HMDB0037543","HMDB0000050","HMDB0028893","HMDB0245878","HMDB0029113","HMDB0028991","HMDB0035473","HMDB0038685","HMDB0029377","HMDB0258433","HMDB0006344","HMDB0256432","HMDB0014583","HMDB0059871","HMDB0000252","HMDB0000706","HMDB0029619","HMDB0001043","HMDB0014341","HMDB0013622","HMDB0000795","HMDB0004610","HMDB0013078","HMDB0252828","HMDB0002183","HMDB0031008","HMDB0029106","HMDB0000594","HMDB0033009","HMDB0031923","HMDB0254033","HMDB0304808","HMDB0072839","HMDB0259275","HMDB0038918","HMDB0254257","HMDB0072871","HMDB0303759","HMDB0011152","HMDB0247415","HMDB0011504","HMDB0011503","HMDB0011507","HMDB0011477","HMDB0011505","HMDB0011475","HMDB0029015","HMDB0253396","HMDB0010382","HMDB0253033","HMDB0015680"
"s__Prevotella_melaninogenica",0.576882517286669,NA,NA,0.0356264094059828,NA,NA,NA,NA,NA,0.325113177806247,NA,0.912884751675662,NA,0.0795091448349707,0.0650306262436816,0.313579328529289,NA,0.399080979622709,NA,0.176593582399981,0.0382972038816043,0.525643347785536,NA,0.269202620051459,0.531267454218897,NA,NA,NA,NA,NA,NA,0.48744280584896,0.40666923893584,0.901998798404999,0.0469005910618319,NA,0.907086992946364,0.99381612254316,0.768843368819637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07347888336571,NA,NA,0.410892581701074,NA,NA,0.649187775139019,NA,NA,NA,0.58171898361873,NA,NA,0.404200493780976,NA,NA,NA,0.501416727326033,0.071750568528351,NA,0.0143196788470611,0.259657735729381,0.105086254925352,0.0237125289738896,NA,NA,NA,NA,NA,NA,NA,0.133147879043178,NA,0.82995805270006,NA,NA,NA,NA,0.0886754585990779,NA,NA,0.614943609491585,NA,NA,0.33283022789022,NA,0.305104599550165,NA,NA,NA,NA,NA,0.106265273949302,NA,NA,0.690921252103337,NA,NA,0.427892661653893,NA,NA,0.10241012637465,NA,0.662404161510961,NA,NA,0.363698795616459,NA,0.277889572147544,NA,NA,0.34878311847847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00222911725028204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.438555976775457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.170787346663938,NA,NA,NA,NA,NA,NA,0.00978872239072639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Actinomyces_sp._ICM47",0.656292726136153,NA,NA,0.143523806178582,NA,NA,NA,NA,NA,0.693057645635848,0.912884751675662,NA,NA,NA,0.670524771467308,0.354154070183025,NA,0.88810045670475,0.539749850773619,0.743337494629234,NA,0.247571019654429,NA,NA,0.755896734994567,NA,0.309431278207447,NA,NA,NA,NA,0.0738529022314277,0.254113889571627,0.80103186090381,NA,NA,0.755507099234323,NA,0.00312618141074897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.548962428060553,NA,NA,NA,NA,NA,0.447408714706365,NA,NA,NA,0.688872769928368,NA,NA,NA,NA,NA,NA,0.00468762150359627,NA,NA,0.0195919226752529,0.807227844030466,NA,0.322216950591783,NA,NA,NA,NA,NA,0.0581592822941066,NA,0.174574396685125,NA,NA,NA,NA,NA,NA,0.174754514714127,NA,NA,0.00390495468093987,NA,NA,0.282441192266077,NA,NA,NA,NA,NA,0.0510916425388728,NA,NA,NA,NA,0.488519335908002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75896618928866,NA,NA,NA,NA,NA,NA,NA,0.350375719821383,NA,0.501393728482861,0.30207509824763,0.362867498656777,NA,NA,0.506801286683005,NA,0.0274120535556439,0.147558982916335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833136049461119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116249470008416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Gemella_haemolysans",0.28116157355707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.559262360735648,NA,0.785129224869636,NA,NA,NA,0.285934395864942,NA,NA,0.68989176080149,NA,0.29646554554633,NA,NA,NA,0.0976242959595929,NA,0.492207963869153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0907955358564067,NA,NA,0.0867237880449004,0.0403249831852707,NA,NA,0.927521415509316,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0901665254564644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36339153249641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.378141761759599,NA,NA,NA,NA,NA,0.387665150903282,NA,NA,NA,NA,NA,NA,NA,0.765337373525859,NA,NA,NA,0.831029370825165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0128345514316984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.871830948782355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Streptococcus_sanguinis",NA,NA,NA,0.327661229578992,NA,NA,NA,NA,NA,NA,0.0795091448349707,NA,NA,NA,NA,NA,NA,NA,NA,0.173905761115815,0.681410670776071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0351707942193458,NA,NA,0.998560108679732,NA,NA,NA,NA,0.696639067477541,NA,NA,NA,NA,NA,0.401788653006324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.685991701527543,NA,NA,NA,NA,0.310708374442817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.302978784881661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.368020932845966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0215574063729915,NA,NA,NA,0.0849794953742548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0371835950344927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0256832639061055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Actinomyces_graevenitzii",NA,NA,NA,NA,NA,NA,0.783145585680955,NA,NA,0.62506751847612,0.0650306262436816,0.670524771467308,NA,NA,NA,NA,NA,0.3663830970992,NA,0.294658284473423,NA,NA,NA,0.065686420176606,0.886290092177661,NA,0.718792751068689,NA,NA,NA,NA,0.240686477351763,0.910427946460798,0.634536456163599,NA,NA,0.512468352228023,0.507858665746311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.961999814834287,NA,NA,0.599204207761607,0.715041309148568,NA,0.204290447805056,NA,NA,NA,0.829330291802913,0.00125077079060356,NA,NA,NA,NA,NA,NA,0.0481922107674972,NA,0.325206054793639,NA,NA,0.744187275321742,NA,NA,NA,NA,NA,0.100277532334791,NA,0.361490205008231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6018880863882,NA,0.0329457877945686,NA,NA,NA,0.323372043600999,NA,0.15081498423262,NA,0.075360026811121,NA,NA,NA,NA,NA,0.241648834047002,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357834954729425,0.61134164415235,NA,NA,NA,NA,NA,NA,0.267345467286754,NA,0.296912458878726,0.267430824760412,0.0782037707562496,0.596173927678936,0.624518002543853,0.268502847249361,NA,0.00266959236506113,0.0162772105085316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Streptococcus_pseudopneumoniae",0.159645194875748,NA,NA,0.900323718388766,NA,NA,NA,NA,0.0569746927040557,NA,0.313579328529289,0.354154070183025,0.559262360735648,NA,NA,NA,NA,0.996230373875737,NA,NA,0.249017376103038,0.130229027155681,NA,NA,0.650680313711007,NA,NA,0.221537471405688,NA,NA,0.297791256061432,0.979088916108312,NA,NA,NA,NA,NA,0.531605631170466,0.973802267410326,NA,NA,NA,NA,NA,NA,NA,0.214594993356743,NA,NA,0.337545642087955,NA,NA,NA,NA,NA,0.602423722989376,0.116477901050488,NA,NA,0.648951389473714,NA,0.0967085628779511,NA,NA,0.469178679717719,NA,0.695182757466473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.732242585342436,0.064056762546039,0.461248046194335,NA,0.102589154734135,NA,NA,0.171731134426186,0.417699601575196,NA,0.0371139596515668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181828016458883,NA,NA,0.330830608442843,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.224647196976275,NA,NA,NA,0.780333643419007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0782677145254215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Streptococcus_sp._263_SSPC",NA,0.144400511880558,0.507354374181646,NA,0.0766355966926041,NA,NA,NA,0.378089608682135,0.272397829392567,NA,NA,NA,NA,NA,NA,NA,NA,0.130958569391564,NA,NA,NA,NA,0.0569032089686759,NA,0.19911437272053,NA,0.261767185449291,NA,NA,NA,NA,NA,NA,NA,0.603562456997115,NA,NA,NA,NA,NA,0.0592793814759123,NA,NA,0.159069578863891,NA,0.887270854213221,0.209083880208556,0.0303666723288381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.459059270695972,0.195194723750936,0.499176003850307,NA,0.679308384533246,NA,NA,0.0365303770536514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.622038913127328,NA,0.834606420997419,NA,0.119837092022595,0.946852311455444,NA,0.0995721272899458,0.678725777258446,NA,0.992442467008319,0.466613779948418,0.917559428953593,NA,NA,0.0575246524592522,0.236303503664353,NA,NA,NA,NA,NA,NA,0.222559689784229,0.123459953621128,NA,0.125161583366708,NA,0.128352681782506,NA,NA,NA,0.92223611987776,NA,NA,NA,0.0149134541935746,0.887596250986053,NA,NA,NA,NA,NA,NA,NA,NA,0.887825713823183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.240592369658424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112549275853581,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Veillonella_atypica",0.870672545312691,0.333406500894748,0.424968464278598,0.172735525387644,NA,0.203419874182156,0.783120964472826,0.966775956667807,0.494354297043389,0.360845143044882,0.399080979622709,0.88810045670475,0.785129224869636,NA,0.3663830970992,0.996230373875737,NA,NA,0.0490370706084983,0.882178819560794,NA,0.66744754386193,0.994278853270626,0.0635516069251259,0.139933746295428,0.869389325402901,NA,0.313351028380144,0.559262988859592,NA,NA,0.653293244677815,0.867518559023695,0.483990440927725,NA,NA,0.999137652209791,0.0918135780206312,NA,NA,NA,NA,0.267481191086295,NA,0.624536403384723,NA,0.625467885361907,0.758506200525079,NA,0.718579854914253,NA,NA,0.93766939124493,0.387320073659938,NA,0.352110902732371,NA,NA,NA,0.32032234892038,0.068343290345579,NA,0.361870839242518,NA,NA,NA,NA,0.0659348625052253,NA,0.032477922871128,0.575738706460068,NA,NA,0.571930090283062,NA,NA,NA,NA,NA,NA,0.862839469133026,0.156688038741005,0.732009932084127,NA,NA,NA,NA,0.480796179289491,NA,NA,0.751191941166609,0.795004874927951,NA,0.0957157179339465,NA,NA,NA,0.590876297770557,NA,0.0752981492064439,0.500158909219663,0.458572660658263,0.30783894997838,NA,0.875380839615974,0.360174866526464,NA,0.776619970169909,0.562763675112041,NA,0.311337531773818,NA,0.353435843957048,0.944680868541137,NA,NA,NA,0.909220455785126,NA,NA,0.200759432762189,NA,NA,NA,NA,NA,NA,NA,0.262295665410554,0.162780908358221,0.726020587942159,0.362427130890925,NA,NA,0.0936509356349626,0.0744339982388075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.354986820092145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.896341878170535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Haemophilus_parahaemolyticus",0.313096317120236,NA,0.447806231285868,NA,NA,0.139919466872814,0.173411233568687,NA,NA,0.959156750869684,NA,0.539749850773619,NA,NA,NA,NA,0.130958569391564,0.0490370706084983,NA,0.0951463890236147,NA,0.54246695631625,0.225228660873665,NA,0.289330779690728,NA,0.451740353618889,NA,NA,NA,0.196695036157458,NA,0.42908960743853,NA,NA,0.012172890974512,NA,NA,NA,NA,0.0263207488929232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0292414719245446,NA,0.349278471144568,NA,NA,NA,0.414126863868475,NA,0.127603825882792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.495708352370658,NA,0.103251730331424,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0688147834520842,NA,NA,0.703843070799901,NA,NA,NA,NA,0.454508839174565,NA,NA,0.979349205142836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0166506011581349,NA,0.697707560267776,NA,NA,NA,NA,NA,NA,NA,NA,0.270548237556012,NA,NA,0.336858453683298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.465489029422538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.340799955685697,0.16061466663781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0249873091807362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0201305678387038,NA
"s__Prevotella_histicola",0.743955940733068,NA,0.892039320240146,0.225524446292902,NA,0.633626002083211,0.808220528852696,0.632794106800394,NA,0.0760009777855836,0.176593582399981,0.743337494629234,NA,0.173905761115815,0.294658284473423,NA,NA,0.882178819560794,0.0951463890236147,NA,NA,0.596574414230736,0.938935477463318,0.110682752640522,0.0859750929983232,0.567858498129941,NA,0.926694949354088,0.513641216372305,NA,NA,0.192584854947511,0.365735287248788,0.804422546457744,NA,NA,0.479119144782789,0.314507779502263,NA,NA,0.680940367640473,NA,NA,NA,0.479984162473437,NA,0.302485672633929,0.928455391463132,NA,0.719885526502423,NA,NA,0.356369315014546,0.410398048678577,NA,0.278236336822062,NA,NA,NA,0.27595351389291,0.258577268098051,NA,0.443733005292411,NA,NA,NA,NA,0.0593683415070656,NA,0.0517547515453347,NA,NA,NA,0.365891973714456,NA,NA,NA,NA,NA,NA,0.178116201358207,0.0430219735708159,0.649959182345763,NA,NA,NA,NA,0.862587752756234,NA,NA,NA,NA,NA,0.197905478454104,NA,NA,NA,0.928033087642245,NA,0.0349617672166994,0.0944333211881583,0.397669823554973,NA,NA,0.346403841649228,0.166398396819392,NA,0.578203958663515,NA,NA,0.605431645144965,NA,0.972548772836292,NA,NA,NA,NA,0.272060533393168,NA,NA,NA,NA,NA,NA,NA,NA,0.348311594226735,0.354252528293695,0.437457701190451,0.586250126919958,0.0912580605308934,0.29551556584707,NA,NA,0.18881113759801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.909614064187521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
