"","s__Prevotella_copri","s__Bacteroides_fragilis","s__Phocaeicola_vulgatus","s__Prevotella_stercorea","s__Faecalibacterium_prausnitzii","s__Prevotella_hominis","s__Prevotella_sp._885","s__Prevotella_corporis","s__Prevotellamassilia_timonensis","s__Prevotella_disiens","s__Finegoldia_magna","s__Blautia_wexlerae","s__Bacteroides_caccae","s__Catenibacterium_mitsuokai","s__Escherichia_coli","s__Extibacter_muris","s__Roseburia_inulinivorans","s__Ruminococcus_gnavus","s__Prevotella_sp._Marseille_P4119","s__Prevotella_timonensis","s__Dorea_longicatena","s__Collinsella_aerofaciens","s__Mediterraneibacter_faecis","s__Prevotella_buccalis","s__Roseburia_faecis","s__Prevotella_bivia","s__Coprococcus_comes","s__Mitsuokella_jalaludinii","s__Ruminococcus_torques","s__Phocaeicola_massiliensis","s__Oscillibacter_sp._ER4","s__Tyzzerella_nexilis","s__Dorea_formicigenerans","s__Gemmiger_formicilis","s__Roseburia_intestinalis","s__Holdemanella_porci","s__Holdemanella_biformis","s__Peptostreptococcus_anaerobius","s__Ruminococcus_callidus","s__Dialister_invisus","s__Ruminococcus_bromii","s__Prevotella_ihumii","s__Fusicatenibacter_saccharivorans","s__Ligilactobacillus_ruminis","s__Veillonella_parvula","s__Anaerobutyricum_hallii","s__Sutterella_wadsworthensis","s__Anaerostipes_hadrus","s__Vescimonas_coprocola","s__Blautia_massiliensis","s__Streptococcus_mitis","s__Prevotella_pectinovora","s__Simiaoa_sunii","s__Oscillibacter_sp._MSJ_31","s__Oliverpabstia_intestinalis","s__Oscillibacter_valericigenes","s__Waltera_intestinalis","s__Blautia_faecicola","s__Vescimonas_fastidiosa","s__Faecalibacterium_sp._HTFF"
"s__Finegoldia_magna",-0.239824867855072,-0.192728383836976,0.00333995090608541,-0.0408028742629806,0.416672726274578,-0.189645780495887,-0.131271089447645,0.0327662839545374,-0.196376915393985,-0.0197671578960877,0,0.442485579613666,-0.232940915429537,0.0179631363288296,-0.78578379823721,0.442442332792603,-0.0275137130107215,-0.202991865344786,0.0418429953744716,-0.0666330924821946,-0.268700768133496,0.184451402010971,0.152252095438521,-0.0337122133682732,0.0439107186293465,0.104691624899374,-0.00420484582680003,-0.192488741986654,0.200857693817189,0.116965792383352,0.469189337263002,-0.578815692717676,-0.00572657015733979,-0.265463547357033,-0.138193779985769,-0.238725831922317,0.0449009622020127,0.123790155649526,0.244777213828421,0.419649213204818,0.69363637002057,-0.317250408972217,0.0249608627065177,0.491565616479815,0.283440466331357,-0.31442144842531,0.142565992645342,0.00877066132797005,0.613778898113459,0.11907580109532,0.0216280039667275,0.345362548931738,-0.118780106558677,0.358950345531841,0.265367364143047,0.338645470465228,-0.491040054991654,0.404033342409304,0.4976611132956,-0.153270373022544
"s__Blautia_wexlerae",-0.170275565420961,0.186545620850299,-0.106072881461783,0.184401034979462,-0.499491774594385,0.212430588659213,-0.503494431953922,0.406584087025973,0.164217076341639,0.94346050658956,0.442485579613666,0,-0.10482687367912,-0.323105537664418,0.443942973540632,-0.235778711433441,0.22153384577717,0.0993110823571476,-0.0916705217682272,0.765967705403614,-0.38708134455633,0.234387108687177,0.183306640310328,0.313297185970867,0.159353052156037,0.330122113290736,-0.364834057400477,-0.108137143458891,-0.273856940289697,-0.247769157008214,-0.100443184348495,0.28944904601924,0.236897080711163,-0.00837239364217837,-0.301446627653395,0.232107237634003,0.0901359539721627,0.417572434933586,-0.00600050832100185,-0.102101824918916,-0.0836934963408625,0.263471951771995,-0.433511498366182,-0.8725040343036,-0.153865168990896,-0.00443042219088502,-0.0441416059598131,-0.496615206385011,0.151403112342282,-0.824397214413246,0.329627085771252,-0.250112232755851,-0.142991841149181,-0.0534801286275266,-0.0214476999887647,-0.0536439036624877,0.443781247333472,-0.850322816349872,-0.149894814508424,-0.51261818327931
"s__Bacteroides_caccae",0.0352319617871184,0.423637375861653,-0.0320209826208979,0.574656670823534,-0.174450698456077,-0.28519793116784,-0.0285002506588955,0.1727907124535,-0.371435419961044,0.065481869806369,-0.232940915429537,-0.10482687367912,0,-0.355667326938246,0.398479477227394,0.12893258392752,-0.0314387837092967,0.188919507817419,0.19132669638043,0.0958952892123008,-0.0650250258441806,-0.550458474224674,0.0817554736993114,-0.292339524560533,-0.257749910062057,0.569409879582895,-0.113989378798226,-0.373825769820127,-0.116104208721587,-0.853113756346009,-0.0969994165069855,0.761598766748339,0.0298305898893901,-0.241793805642552,0.295110114434419,-0.610862441277626,-0.0549543283442065,0.348579835370211,-0.594149662637296,-0.832153434482483,0.081538790636598,0.697822565648246,-0.103973721048495,0.149642646676272,-0.247726575446787,-0.503312598005151,-1.02262664947149,-0.0698337192736599,-0.540618708008339,-0.301852232587087,0.404610617525963,-0.0674011890178755,-0.322357522807581,0.092275396088751,-0.0488686596329625,-0.145473104852312,-0.0138947251473177,-0.426743937563432,-0.141369738373228,-0.40879661832274
"s__Catenibacterium_mitsuokai",-0.547910191795105,0.408153487601893,-0.142105210757737,-0.0432165745864782,-0.615721647384142,-0.121010657677043,-0.103178107018834,0.197035282827195,0.841701574868986,0.278701840470972,0.0179631363288296,-0.323105537664418,-0.355667326938246,0,-0.053124522256513,-0.621820259016882,-0.220756294736654,0.0350214217980569,-0.0545457710247253,0.383417320685972,-0.166093010772255,-0.319321874773246,-0.232146309410766,0.395547110964107,-0.174213543768996,0.345549455209824,-0.242406379655591,0.181395795480123,-0.316835443396219,0.190914165426757,0.296635649686,0.0149366080072063,-0.0473856764372012,-0.117029971313717,-0.720335872542743,-0.718332006915515,-0.196622352522994,-0.426008474266768,-0.674710853309072,-0.189467205915853,0.0191386391801959,0.0863113981487985,-0.706110507411418,-0.423923225766219,-0.200326985086795,0.0762265582214063,0.638085881415387,-0.239558409715794,0.206530182230075,-0.52727690513275,1.12242165179166,-0.250616775269587,-0.527344124415346,0.359581612770374,-0.490156347276015,0.178560752202782,-0.0137751657302456,-0.122142260137779,0.407207851888649,-0.126695722023469
"s__Escherichia_coli",-0.0833515194587905,0.254933314842921,0.421198194631082,0.37876897572754,0.980899582820443,-0.270565325077408,0.264114423238387,-0.42225283143034,0.377289851856862,-0.665813862702383,-0.78578379823721,0.443942973540632,0.398479477227394,-0.053124522256513,0,0.486571165524845,0.421828490926195,0.137802462025605,0.342563528341305,-0.726188729187005,0.197186435060944,0.194628022724673,0.115081852716687,-0.252846910225213,0.702408057308654,-0.838106428129037,0.219403187607139,-0.536460041296423,0.423121308492997,0.331750941221662,-0.428008674365383,0.0437396230618022,0.224878367442836,0.281585854111476,0.80032072070594,0.211746784013155,0.481784961989619,-0.901509251930618,-0.2782561361599,0.42500279803328,0.298843289700877,-0.270861469678412,0.463711560232193,0.660461292571813,0.460370022661112,0.294480609096392,0.163480534223126,0.442986787902402,-0.522103497544749,0.169988913236864,-0.433387535334013,0.481667219620416,0.90877022188782,-0.244610827134974,0.0475725751096011,-0.661262721178915,0.57969948406887,0.153964117717548,-0.273351882772286,0.19176512416516
"s__Extibacter_muris",0.0718758843999241,0.458555642693527,0.0832331602412377,-0.162138602881408,-0.713106725856928,-0.194430811343192,-0.778223177515302,1.10084124140075,-0.217382102842636,0.346028014739398,0.442442332792603,-0.235778711433441,0.12893258392752,-0.621820259016882,0.486571165524845,0,-0.140595341085608,-0.0290172348626985,-0.772347076287966,0.651807919054828,-0.468470750384137,-0.896650215698611,-0.570605312656041,0.506690050216386,-1.02257932511083,0.275147917810403,-1.06511784360434,-0.129419626292986,-0.789938655025757,-0.595017498369648,0.0813657115622417,0.388095277287237,-0.499877153118214,-0.0733417215801213,-0.38588839166015,-0.405359216526734,-0.640744595387564,0.390816573827429,-0.0518635757437499,-0.866429942897573,-0.10913921385164,0.433683537087452,-0.306746187855149,-0.130332447110213,0.74806282474777,-0.446884000788405,0.362444286820034,-0.340771888626456,0.467283909007872,-0.0739273203556453,1.04492779532666,-0.0506801788549329,-0.592494300065159,0.573894277730708,-0.294672185127097,0.269329648015886,-0.133512712546257,-0.174099069046608,0.528266126549307,0.205490380899347
"s__Roseburia_inulinivorans",0.0960229223845857,-0.0466403868774914,0.26969206420391,-0.332256460929156,0.0462974427723476,-0.143028479601197,-0.417584317215694,0.294025576512508,-0.122420759404956,0.0333304060432184,-0.0275137130107215,0.22153384577717,-0.0314387837092967,-0.220756294736654,0.421828490926195,-0.140595341085608,0,-0.127100899702276,-0.339859709226897,0.0804778822160799,-0.0842043130945658,-0.300952042769294,-0.2463115357228,0.107372882369844,0.497678269755701,-0.589591370906481,0.422009100722653,0.500975361183051,0.115753169319303,0.240005884650242,-0.733025741697049,0.436638318222207,0.184512283388157,0.0131783329106291,-0.607769518133785,-0.0196280844975739,0.094056952251481,0.128168028274965,0.164648024420864,-0.155429771143848,0.163575750809572,-0.0993503051650702,0.219721172352267,-0.630681147732942,0.179275296192065,0.229498354730338,0.305378902209958,-0.117610056120617,-0.169804949394401,-0.0538500042420921,0.162527338577361,-0.538425667758004,-0.0952298631989935,-0.523388226542537,0.200396116137196,-0.246993604639328,-0.208532284135701,-0.0184339375050254,-0.248416695442438,-0.355520809284981
"s__Ruminococcus_gnavus",0.089602275696552,-0.28496442236022,-0.0151856637534231,0.289047359632275,0.292730102849288,0.511133787281029,-0.21336747576212,0.0778016334911492,0.352666614181265,0.0171101613358204,-0.202991865344786,0.0993110823571476,0.188919507817419,0.0350214217980569,0.137802462025605,-0.0290172348626985,-0.127100899702276,0,0.0413696001952837,-0.294295353595321,-0.0762209206177408,-0.332832966342502,0.104250200504783,-0.0410096185954683,0.231142083770937,-0.19177969115979,0.238642803668365,-0.198250587907356,0.242511124260829,0.081286932305901,-0.475255098298342,0.49421436202517,-0.106514158161767,0.14479325913662,-0.0294937881429859,0.235910319099728,0.290313840893777,-0.284061621422506,0.181019253356242,0.176618170704037,-0.0588015266560648,-0.0326485611922211,0.239608913190476,-0.265391389529284,-0.416756881179991,0.119667420172613,-0.383856305679973,0.417236947168053,-0.644236727418226,-0.295661724366832,-0.330018086772699,0.1453679701467,0.645959795319626,-0.185528251892062,0.550982541079056,-0.594334685816201,1.03892324946068,-0.166337003471597,-0.529780094226074,-0.0694948847343494
"s__Prevotella_sp._Marseille_P4119",-0.00748713308911142,0.0910964589043934,0.495875933623764,-0.296445922774545,-0.092170737766852,-0.34400588243066,-0.465663783440897,-0.666701571381646,0.202787870248862,0.148766012198188,0.0418429953744716,-0.0916705217682272,0.19132669638043,-0.0545457710247253,0.342563528341305,-0.772347076287966,-0.339859709226897,0.0413696001952837,0,0.0664026269181703,-0.265096793832607,0.0464261882956056,-0.465645500701817,-0.167224086074656,-0.293171808496704,0.0758551193794983,0.503187672924513,-0.0542211912194815,-0.350038561903893,0.0338104712817412,0.131174928673253,-0.247524945317796,-0.0401256854566401,0.368720134420058,-0.610312616860319,-0.160953637592355,-0.211184565171271,0.0311866065461177,-0.512419593542257,-0.123553061395339,0.108782010739088,-0.258142441975352,0.149412136524167,-0.371985175179499,-0.118080921499414,0.21488066820823,0.522971189737985,-0.0249350510101574,0.634908327450187,0.0421894099860853,0.502285947945895,-0.416367903768412,-0.214963995187139,0.212910043850277,-0.464396985572269,0.453802567997842,-0.0969376547450139,0.265450998598087,0.28543246328208,-0.192408620265719
"s__Prevotella_timonensis",0.0936628061537934,-0.380072224070862,-0.141339678058703,0.0657275733765236,0.666160495965164,0.119233147141137,-0.130904160458249,0.211091731111007,-0.111120512950695,0.199942066321672,-0.0666330924821946,0.765967705403614,0.0958952892123008,0.383417320685972,-0.726188729187005,0.651807919054828,0.0804778822160799,-0.294295353595321,0.0664026269181703,0,0.519530487901911,0.585056682241582,0.400577997484211,0.226472280819947,0.257709084274701,0.0934028572459851,-0.202213361879477,0.436049744112934,0.292543359159192,0.109937014951643,0.227693665449233,-0.914833878589968,0.468812279452875,-0.355193842615428,0.0561355590476527,0.0740131572855482,0.0678942878320605,-0.444257213908874,0.602980551488704,0.746947144393862,0.199386714754073,-0.952963091585249,0.147230738923214,0.744228990365358,0.557743874441887,0.0705108495712571,-0.10951433609025,-0.0686960250863046,0.638600204340162,0.571447248551124,-0.988346310618349,0.486920179019876,-0.0558498503279057,0.362120224905656,0.506309955000886,0.458326413733138,-0.265740407580759,0.107870214893896,0.394868027006877,0.17495401815423
"s__Dorea_longicatena",-0.243938971980801,0.169686909677559,0.108995894967689,-0.126684506924491,-0.31854275924958,0.170712681690303,-0.10045100458583,0.09750888663256,-0.0914793985761145,0.347982558454465,-0.268700768133496,-0.38708134455633,-0.0650250258441806,-0.166093010772255,0.197186435060944,-0.468470750384137,-0.0842043130945658,-0.0762209206177408,-0.265096793832607,0.519530487901911,0,0.228274083242046,0.0234086074202743,0.0149258093242613,0.25876503430002,0.0132387530802667,-0.0796005253804316,-0.322943922948946,-0.114712585028779,0.216100888055127,-0.512882434112093,0.560690855365804,-0.0794581594294603,-0.0270993918599057,0.118602008061128,0.586919322699604,0.16055460327348,0.508359555907062,-0.44517448741158,0.428571157478928,0.0596106147569546,0.289754094923832,-0.214873992414164,-0.518811133497805,-0.423378996372668,0.0360315899455668,-0.401387037652307,-0.219671745160325,0.443233218149391,-0.469625011271717,-0.231702104565671,0.223034587647893,0.27490416451486,-0.10740843100695,0.191803232356422,0.0334034782918115,0.364681101154879,-0.352543934565866,0.509167124807318,0.0481693938083607
"s__Collinsella_aerofaciens",-0.197629271486843,-0.425557082140457,-0.103227142898741,0.0634052857795753,-0.526859240888808,-0.0276102296373934,-0.148366917835107,0.944509333503436,0.321673499446981,0.711831432331215,0.184451402010971,0.234387108687177,-0.550458474224674,-0.319321874773246,0.194628022724673,-0.896650215698611,-0.300952042769294,-0.332832966342502,0.0464261882956056,0.585056682241582,0.228274083242046,0,0.322840828210188,0.15525056565809,-0.519307426096221,1.02248230745703,0.150970625090861,-0.0309527919549923,-0.34403572810586,-0.0990560894433583,0.311907256185768,-0.093194409505068,-0.136364003549817,-0.171059898595549,-0.435137378350128,0.356461926259248,-0.0965203299668654,0.0736888338570995,-0.383594975647978,-0.415786089338014,0.450721507909726,0.281436042538257,-0.613867533166841,-0.42289708961032,-0.439331028685863,-0.289905670385729,-0.177815692170662,-0.29269586034571,0.173265196128324,-0.0993338328758939,0.767272281594106,-0.270869804268231,-0.272090354952573,0.0672549574611893,-0.418020523022698,0.115826019681194,-0.105756823622825,-0.11294546894895,-0.832607237271348,-0.145043242212927
"s__Mediterraneibacter_faecis",-0.12460776900693,-0.122207506465647,0.246041964123352,-0.841670062262289,-0.350336983342672,-0.107805295879547,-0.464099826924755,0.169145556796032,-0.0143588445240062,0.129127251499259,0.152252095438521,0.183306640310328,0.0817554736993114,-0.232146309410766,0.115081852716687,-0.570605312656041,-0.2463115357228,0.104250200504783,-0.465645500701817,0.400577997484211,0.0234086074202743,0.322840828210188,0,0.361527606286186,0.348332499268882,-0.122043543886786,0.190102023962929,0.245845089651515,-0.0888161706993983,0.549533131223852,-0.52864744216646,0.446025085473996,-0.129082763515692,-0.0549448917043355,-0.293164317386667,0.473437850401462,0.305059038841021,-0.225921853141749,-0.12034335998653,0.113471142989306,-0.308555160053733,0.0521709837872421,-0.380157226747027,-0.4866109149386,0.0164653338952089,0.339268821197823,0.288236630512069,-0.18037310374723,0.239593879280607,-0.161273116846576,0.129180598927361,-0.654836641068202,-0.00968234196941792,-0.314021450573228,-0.779560844263951,-0.337654782951624,0.195167336494079,-0.590998712032486,-0.592740383655453,-0.411655099382481
